surface,molecule,functional,E_ads_DFT,E_ads_ML,delta_eV,source_commit
Pd111,NH3,pbe_d3,-1.19,-1.33,-0.14,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,NO,pbe,-2.78,-2.41,+0.36,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,NO,pbe_d3,-3.02,-2.41,+0.61,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,SO2,pbe,-1.24,-1.35,-0.11,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,SO2,pbe_d3,-1.83,-1.35,+0.48,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,acetaldehyde,pbe,-0.36,-0.64,-0.28,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,acetaldehyde,pbe_d3,-0.79,-0.64,+0.15,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,acetaldehyde,r2scan,-0.67,-0.64,+0.03,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,acetic_acid,r2scan,-0.82,-0.70,+0.12,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,ethane,pbe,-0.398,-0.46,-0.057,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,ethane,pbe_d3,-0.792,-0.46,+0.337,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,ethane,r2scan,-0.67,-0.46,+0.21,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,ethanol,pbe,-0.643,-0.67,-0.031,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,ethanol,pbe_d3,-1.142,-0.67,+0.468,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,ethanol,r2scan,-1.087,-0.67,+0.413,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,ethene,pbe,-0.88,-1.27,-0.39,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,ethene,pbe_d3,-1.31,-1.27,+0.04,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,ethene,r2scan,-1.18,-1.27,-0.09,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,formaldehyde,pbe,-0.35,-0.50,-0.15,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,formaldehyde,pbe_d3,-0.66,-0.50,+0.16,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,formic_acid,pbe,-0.52,-0.70,-0.18,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,formic_acid,pbe_d3,-0.91,-0.70,+0.21,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,glycerol,pbe,-0.85,-1.01,-0.16,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,glycerol,pbe_d3,-1.63,-1.01,+0.62,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,glycerol,r2scan,-1.45,-1.01,+0.44,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,isopropanol,pbe,-0.62,-0.77,-0.15,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,isopropanol,pbe_d3,-1.26,-0.77,+0.50,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,isopropanol,r2scan,-1.12,-0.77,+0.36,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,methane,pbe,-0.21,-0.58,-0.36,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,methane,pbe_d3,-0.44,-0.58,-0.14,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,methanol,pbe,-0.42,-0.62,-0.19,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,methanol,pbe_d3,-0.80,-0.62,+0.18,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,methanol,r2scan,-0.73,-0.62,+0.12,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,propane,pbe,-0.41,-0.49,-0.08,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,propane,pbe_d3,-0.91,-0.49,+0.42,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,propane,r2scan,-0.78,-0.49,+0.30,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,propanol,pbe,-0.64,-0.76,-0.11,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,propanol,pbe_d3,-1.28,-0.76,+0.52,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,propanol,r2scan,-1.14,-0.76,+0.38,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,propene,pbe,-0.99,-1.18,-0.19,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,propene,pbe_d3,-1.57,-1.18,+0.39,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,propene,r2scan,-1.52,-1.18,+0.34,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,CH3,pbe,-2.559,-2.77,-0.215,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,CH3,pbe_d3,-2.912,-2.77,+0.138,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,CH3,r2scan,-2.819,-2.77,+0.045,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,CO,pbe,-2.527,-2.59,-0.060,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,CO,pbe_d3,-2.845,-2.59,+0.258,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,CO,r2scan,-2.891,-2.59,+0.304,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,CO2,pbe,-0.80,-0.51,+0.30,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,CO2,r2scan,-1.32,-0.51,+0.81,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,DME,r2scan,-1.220,-0.52,+0.702,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,H2O,pbe,-0.749,-0.73,+0.020,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,H2O,pbe_d3,-1.031,-0.73,+0.302,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,H2O,r2scan,-1.151,-0.73,+0.422,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,H2S,pbe,-1.393,-1.21,+0.185,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,H2S,pbe_d3,-1.865,-1.21,+0.657,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,H2S,r2scan,-1.834,-1.21,+0.627,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,N2,pbe,-0.835,-0.53,+0.300,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,N2,pbe_d3,-1.103,-0.53,+0.568,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,N2,r2scan,-1.177,-0.53,+0.642,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,NH3,pbe,-1.464,-1.51,-0.046,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,NH3,pbe_d3,-1.786,-1.51,+0.276,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,NH3,r2scan,-1.881,-1.51,+0.371,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,NO,pbe,-3.012,-2.56,+0.448,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,NO,pbe_d3,-3.286,-2.56,+0.721,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,SO2,pbe,-1.744,-1.60,+0.145,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,SO2,pbe_d3,-2.393,-1.60,+0.793,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,acetaldehyde,pbe,-0.711,-0.66,+0.048,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,acetaldehyde,pbe_d3,-1.208,-0.66,+0.546,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,acetaldehyde,r2scan,-1.08,-0.66,+0.41,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,acetic_acid,r2scan,-1.405,-0.80,+0.608,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,ethane,pbe,-0.80,-0.48,+0.32,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,ethane,pbe_d3,-1.27,-0.48,+0.79,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,ethane,r2scan,-1.33,-0.48,+0.85,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,ethanol,pbe,-1.16,-0.71,+0.45,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,ethanol,pbe_d3,-1.72,-0.71,+1.01,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,ethanol,r2scan,-1.82,-0.71,+1.11,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,ethene,pbe,-1.569,-1.61,-0.046,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,ethene,pbe_d3,-2.107,-1.61,+0.492,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,ethene,r2scan,-2.118,-1.61,+0.503,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,formaldehyde,pbe,-1.197,-1.17,+0.023,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,formaldehyde,pbe_d3,-1.592,-1.17,+0.418,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,formaldehyde,r2scan,-1.687,-1.17,+0.513,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,formic_acid,pbe,-0.910,-0.82,+0.087,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,formic_acid,pbe_d3,-1.347,-0.82,+0.524,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,formic_acid,r2scan,-1.366,-0.82,+0.542,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,glycerol,pbe,-1.35,-1.05,+0.30,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,glycerol,pbe_d3,-2.29,-1.05,+1.24,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,glycerol,r2scan,-2.12,-1.05,+1.08,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,isopropanol,pbe,-1.16,-0.79,+0.38,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,isopropanol,pbe_d3,-1.89,-0.79,+1.10,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,isopropanol,r2scan,-1.87,-0.79,+1.08,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,methane,pbe,-0.510,-0.62,-0.111,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,methane,pbe_d3,-0.796,-0.62,+0.175,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,methane,r2scan,-0.829,-0.62,+0.208,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,methanol,pbe,-0.775,-0.66,+0.112,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,methanol,pbe_d3,-1.225,-0.66,+0.562,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,methanol,r2scan,-1.247,-0.66,+0.585,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,propane,pbe,-0.81,-0.54,+0.27,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,propane,pbe_d3,-1.40,-0.54,+0.85,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,propane,r2scan,-1.38,-0.54,+0.83,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,propanol,pbe,-1.21,-0.81,+0.40,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,propanol,pbe_d3,-1.90,-0.81,+1.09,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,propanol,r2scan,-1.84,-0.81,+1.04,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,propene,pbe,-2.03,-1.82,+0.21,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,propene,pbe_d3,-2.73,-1.82,+0.91,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt100,propene,r2scan,-2.81,-1.82,+0.99,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,CH3,pbe,-2.597,-2.86,-0.263,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,CH3,pbe_d3,-2.944,-2.86,+0.085,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,CH3,r2scan,-2.732,-2.86,-0.127,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,CO,pbe,-2.594,-2.63,-0.035,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,CO,pbe_d3,-2.907,-2.63,+0.278,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,CO2,pbe,-0.324,-0.51,-0.189,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,CO2,r2scan,-0.595,-0.51,+0.082,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,DME,r2scan,-1.14,-0.58,+0.56,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,H2O,pbe,-0.735,-0.93,-0.198,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,H2O,pbe_d3,-1.041,-0.93,+0.108,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,H2O,r2scan,-1.087,-0.93,+0.155,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,H2S,pbe,-2.520,-2.43,+0.092,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,H2S,pbe_d3,-3.093,-2.43,+0.665,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,H2S,r2scan,-2.995,-2.43,+0.566,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,N2,pbe,-0.876,-0.66,+0.216,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,N2,pbe_d3,-1.187,-0.66,+0.528,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,N2,r2scan,-1.164,-0.66,+0.505,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,NH3,pbe,-1.395,-1.62,-0.228,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,NH3,pbe_d3,-1.775,-1.62,+0.151,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,NH3,r2scan,-1.698,-1.62,+0.074,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,NO,pbe,-2.690,-2.31,+0.382,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,NO,pbe_d3,-2.964,-2.31,+0.656,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,SO2,pbe,-1.889,-1.71,+0.181,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,SO2,pbe_d3,-2.516,-1.71,+0.809,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,acetaldehyde,pbe,-0.727,-0.71,+0.013,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,acetaldehyde,pbe_d3,-1.216,-0.71,+0.502,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,acetaldehyde,r2scan,-1.121,-0.71,+0.407,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,acetic_acid,r2scan,-1.317,-0.94,+0.380,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,ethane,pbe,-0.69,-0.56,+0.13,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,ethane,pbe_d3,-1.14,-0.56,+0.58,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,ethane,r2scan,-1.29,-0.56,+0.73,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,ethanol,pbe,-1.10,-0.90,+0.20,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,ethanol,pbe_d3,-1.72,-0.90,+0.82,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,ethanol,r2scan,-1.91,-0.90,+1.01,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,ethene,pbe,-1.624,-2.09,-0.463,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,ethene,pbe_d3,-2.229,-2.09,+0.141,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,ethene,r2scan,-2.084,-2.09,-0.004,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,formaldehyde,pbe,-1.425,-1.44,-0.010,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,formaldehyde,pbe_d3,-1.883,-1.44,+0.448,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,formaldehyde,r2scan,-1.812,-1.44,+0.377,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,formic_acid,pbe,-0.887,-0.92,-0.032,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,formic_acid,pbe_d3,-1.363,-0.92,+0.444,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,formic_acid,r2scan,-1.263,-0.92,+0.343,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,glycerol,pbe,-1.25,-1.18,+0.07,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,glycerol,pbe_d3,-2.20,-1.18,+1.02,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,glycerol,r2scan,-2.15,-1.18,+0.97,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,isopropanol,pbe,-1.15,-0.98,+0.17,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,isopropanol,pbe_d3,-1.90,-0.98,+0.92,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,isopropanol,r2scan,-2.00,-0.98,+1.02,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,methane,pbe,-0.282,-0.63,-0.350,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,methane,pbe_d3,-0.615,-0.63,-0.016,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,methane,r2scan,-0.594,-0.63,-0.038,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,methanol,pbe,-0.788,-0.85,-0.059,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,methanol,pbe_d3,-1.272,-0.85,+0.425,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,methanol,r2scan,-1.194,-0.85,+0.347,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,propane,pbe,-0.70,-0.65,+0.05,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,propane,pbe_d3,-1.20,-0.65,+0.55,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,propane,r2scan,-1.37,-0.65,+0.72,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,propanol,pbe,-1.14,-0.94,+0.21,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,propanol,pbe_d3,-1.86,-0.94,+0.92,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,propanol,r2scan,-1.98,-0.94,+1.04,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,propene,pbe,-1.87,-1.71,+0.17,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,propene,pbe_d3,-2.65,-1.71,+0.94,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt110,propene,r2scan,-2.81,-1.71,+1.10,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,CO2,pbe,-0.875,-0.49,+0.388,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,CO2,r2scan,-1.40,-0.49,+0.92,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,ethane,pbe,-0.86,-0.43,+0.43,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,ethane,pbe_d3,-1.40,-0.43,+0.97,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,ethane,r2scan,-1.42,-0.43,+0.98,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,ethanol,pbe,-1.10,-0.64,+0.46,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,ethanol,pbe_d3,-1.78,-0.64,+1.14,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,ethanol,r2scan,-1.81,-0.64,+1.17,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,ethene,pbe,-1.66,-1.79,-0.13,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,ethene,pbe_d3,-2.31,-1.79,+0.52,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,ethene,r2scan,-2.36,-1.79,+0.57,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,formic_acid,pbe,-0.71,-0.75,-0.04,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,formic_acid,pbe_d3,-1.17,-0.75,+0.42,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,glycerol,pbe,-1.30,-0.82,+0.49,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,glycerol,pbe_d3,-2.24,-0.82,+1.42,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,glycerol,r2scan,-2.07,-0.82,+1.26,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,isopropanol,pbe,-1.03,-0.71,+0.33,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,isopropanol,pbe_d3,-1.85,-0.71,+1.14,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,isopropanol,r2scan,-1.69,-0.71,+0.98,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,methanol,pbe,-0.66,-0.64,+0.02,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,methanol,pbe_d3,-1.11,-0.64,+0.47,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,methanol,r2scan,-1.12,-0.64,+0.49,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,propane,pbe,-0.88,-0.49,+0.39,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,propane,pbe_d3,-1.56,-0.49,+1.07,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,propane,r2scan,-1.46,-0.49,+0.97,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,propanol,pbe,-1.12,-0.73,+0.39,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,propanol,pbe_d3,-1.96,-0.73,+1.23,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,propanol,r2scan,-1.87,-0.73,+1.14,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,propene,pbe,-1.87,-1.68,+0.19,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,propene,pbe_d3,-2.69,-1.68,+1.01,11b026e8de754c84d5b784e3036e0063b5e3c391
Pt111,propene,r2scan,-2.65,-1.68,+0.97,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,CH3,pbe,-2.252,-2.76,-0.508,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,CH3,pbe_d3,-2.526,-2.76,-0.233,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,CH3,r2scan,-2.314,-2.76,-0.446,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,CO,pbe,-2.443,-2.60,-0.161,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,CO,pbe_d3,-2.686,-2.60,+0.083,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,CO,r2scan,-2.615,-2.60,+0.011,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,CO2,pbe,-0.365,-0.44,-0.078,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,CO2,r2scan,-0.557,-0.44,+0.114,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,DME,r2scan,-0.968,-0.65,+0.317,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,H2O,pbe,-0.744,-0.89,-0.149,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,H2O,pbe_d3,-0.967,-0.89,+0.074,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,H2O,r2scan,-0.923,-0.89,+0.030,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,H2S,pbe,-4.035,-4.22,-0.187,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,H2S,pbe_d3,-4.525,-4.22,+0.304,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,H2S,r2scan,-4.482,-4.22,+0.260,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,N2,pbe,-1.038,-0.79,+0.247,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,N2,pbe_d3,-1.277,-0.79,+0.486,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,N2,r2scan,-1.225,-0.79,+0.434,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,NH3,pbe,-1.347,-1.59,-0.239,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,NH3,pbe_d3,-1.631,-1.59,+0.045,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,NH3,r2scan,-1.518,-1.59,-0.068,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,NO,pbe,-3.343,-2.83,+0.510,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,NO,pbe_d3,-3.576,-2.83,+0.743,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,SO2,pbe,-2.477,-2.26,+0.215,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,SO2,pbe_d3,-2.983,-2.26,+0.721,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,acetaldehyde,pbe,-0.776,-0.90,-0.126,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,acetaldehyde,pbe_d3,-1.164,-0.90,+0.261,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,acetaldehyde,r2scan,-1.020,-0.90,+0.118,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,acetic_acid,r2scan,-1.217,-1.04,+0.175,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,ethane,pbe,-0.373,-0.59,-0.217,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,ethane,pbe_d3,-0.749,-0.59,+0.159,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,ethane,r2scan,-0.634,-0.59,+0.044,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,ethanol,pbe,-0.776,-0.90,-0.123,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,ethanol,pbe_d3,-1.254,-0.90,+0.356,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,ethanol,r2scan,-1.063,-0.90,+0.164,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,ethene,pbe,-1.501,-1.97,-0.473,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,ethene,pbe_d3,-1.969,-1.97,-0.006,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,ethene,r2scan,-1.794,-1.97,-0.181,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,formaldehyde,pbe,-1.400,-1.57,-0.167,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,formaldehyde,pbe_d3,-1.726,-1.57,+0.159,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,formaldehyde,r2scan,-1.708,-1.57,+0.140,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,formic_acid,pbe,-0.917,-1.02,-0.099,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,formic_acid,pbe_d3,-1.271,-1.02,+0.254,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,formic_acid,r2scan,-1.168,-1.02,+0.152,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,methane,pbe,-0.404,-0.66,-0.260,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,methane,pbe_d3,-0.574,-0.66,-0.090,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,methane,r2scan,-0.545,-0.66,-0.118,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,methanol,pbe,-0.771,-0.83,-0.059,11b026e8de754c84d5b784e3036e0063b5e3c391
