surface,molecule,functional,mode,previous_eV,current_eV,change,current_status
Pd110,ethene,pbe,SPE,-1.182,-0.949,updated,available
Pd110,ethene,pbe_d3,relaxed,-1.491,-1.382,updated,available
Pd110,ethene,pbe_d3,SPE,-1.51,-1.337,updated,available
Pd110,ethene,r2scan,relaxed,-1.307,-1.175,updated,available
Pd110,ethene,r2scan,SPE,-1.26,-1.118,updated,available
Pd110,ethene,beef_vdw,relaxed,-12.947,-1.15,updated,available
Pd110,ethene,beef_vdw,SPE,-1.139,-1.094,updated,available
Pd110,formaldehyde,pbe,relaxed,-0.926,-0.82,updated,available
Pd110,formaldehyde,pbe,SPE,,-0.718,newly_filled,available
Pd110,formaldehyde,pbe_d3,relaxed,-1.241,-1.132,updated,available
Pd110,formaldehyde,pbe_d3,SPE,,-1.032,newly_filled,available
Pd110,formaldehyde,r2scan,relaxed,-1.18,-1.048,updated,available
Pd110,formaldehyde,r2scan,SPE,,-0.901,newly_filled,available
Pd110,formaldehyde,beef_vdw,relaxed,-12.671,-0.874,updated,available
Pd110,formaldehyde,beef_vdw,SPE,,-0.707,newly_filled,available
Pd110,formic_acid,pbe,relaxed,-0.585,-0.479,updated,available
Pd110,formic_acid,pbe,SPE,,-0.455,newly_filled,available
Pd110,formic_acid,pbe_d3,relaxed,-0.978,-0.868,updated,available
Pd110,formic_acid,pbe_d3,SPE,,-0.806,newly_filled,available
Pd110,formic_acid,r2scan,relaxed,-0.849,-0.717,updated,available
Pd110,formic_acid,r2scan,SPE,,-0.643,newly_filled,available
Pd110,formic_acid,beef_vdw,relaxed,-12.457,-0.66,updated,available
Pd110,formic_acid,beef_vdw,SPE,,-0.607,newly_filled,available
Pd110,glycerol,pbe,relaxed,-1.01,,withheld_unverified_or_incompatible,refs unverified
Pd110,glycerol,pbe_d3,relaxed,-1.82,,withheld_unverified_or_incompatible,refs unverified
Pd110,glycerol,r2scan,relaxed,-1.63,,withheld_unverified_or_incompatible,refs unverified
Pd110,glycerol,beef_vdw,SPE,-0.363,,withheld_unverified_or_incompatible,refs unverified
Pd110,isopropanol,pbe,relaxed,-0.7,,withheld_unverified_or_incompatible,refs unverified
Pd110,isopropanol,pbe_d3,relaxed,-1.3,,withheld_unverified_or_incompatible,refs unverified
Pd110,isopropanol,r2scan,relaxed,-1.16,,withheld_unverified_or_incompatible,refs unverified
Pd110,methane,pbe,relaxed,-0.103,0.002,updated,available
Pd110,methane,pbe,SPE,,0.02,newly_filled,available
Pd110,methane,pbe_d3,relaxed,-0.35,-0.241,updated,available
Pd110,methane,pbe_d3,SPE,,-0.196,newly_filled,available
Pd110,methane,r2scan,relaxed,-0.263,-0.131,updated,available
Pd110,methane,r2scan,SPE,,-0.063,newly_filled,available
Pd110,methane,beef_vdw,relaxed,-12.008,-0.211,updated,available
Pd110,methane,beef_vdw,SPE,,-0.114,newly_filled,available
Pd110,methanol,pbe,relaxed,-0.502,-0.397,updated,available
Pd110,methanol,pbe,SPE,-0.474,-0.369,updated,available
Pd110,methanol,pbe_d3,relaxed,-0.855,-0.746,updated,available
Pd110,methanol,pbe_d3,SPE,-0.81,-0.7,updated,available
Pd110,methanol,r2scan,relaxed,-0.764,-0.632,updated,available
Pd110,methanol,r2scan,SPE,-0.698,-0.566,updated,available
Pd110,methanol,beef_vdw,relaxed,-12.413,-0.616,updated,available
Pd110,methanol,beef_vdw,SPE,-12.338,-0.541,updated,available
Pd110,propane,pbe,relaxed,-0.38,,withheld_unverified_or_incompatible,refs unverified
Pd110,propane,pbe_d3,relaxed,-0.91,,withheld_unverified_or_incompatible,refs unverified
Pd110,propane,r2scan,relaxed,-0.79,,withheld_unverified_or_incompatible,refs unverified
Pd110,propanol,pbe,relaxed,-0.65,,withheld_unverified_or_incompatible,refs unverified
Pd110,propanol,pbe_d3,relaxed,-1.26,,withheld_unverified_or_incompatible,refs unverified
Pd110,propanol,r2scan,relaxed,-1.14,,withheld_unverified_or_incompatible,refs unverified
Pd110,propene,pbe,relaxed,-1.35,,withheld_unverified_or_incompatible,refs unverified
Pd110,propene,pbe_d3,relaxed,-1.9,,withheld_unverified_or_incompatible,refs unverified
Pd110,propene,r2scan,relaxed,-1.77,,withheld_unverified_or_incompatible,refs unverified
Pd111,CH3,pbe,relaxed,-1.94,-1.748,updated,available
Pd111,CH3,pbe,SPE,-1.929,-1.734,updated,available
Pd111,CH3,pbe_d3,relaxed,-2.21,-2.001,updated,available
Pd111,CH3,pbe_d3,SPE,-2.133,-1.927,updated,available
Pd111,CH3,beef_vdw,relaxed,-19.61,-1.813,updated,available
Pd111,CH3,beef_vdw,SPE,-19.532,-1.735,updated,available
Pd111,CO2,pbe,relaxed,-0.387,-0.035,updated,available
Pd111,CO2,r2scan,relaxed,-0.66,,withheld_unverified_or_incompatible,refs unverified
Pd111,CO2,beef_vdw,relaxed,-31.913,-0.272,updated,available
Pd111,DME,pbe,relaxed,-4.96,-0.156,updated,available
Pd111,DME,pbe,SPE,,-0.119,newly_filled,available
Pd111,DME,pbe_d3,relaxed,,-0.666,newly_filled,available
Pd111,DME,pbe_d3,SPE,,-0.561,newly_filled,available
Pd111,DME,r2scan,relaxed,-0.7,,withheld_unverified_or_incompatible,refs unverified
Pd111,DME,r2scan,SPE,-0.668,,withheld_unverified_or_incompatible,potential mismatch
Pd111,DME,beef_vdw,relaxed,-18.365,-0.568,updated,available
Pd111,DME,beef_vdw,SPE,-18.256,-0.459,updated,available
Pd111,H2O,pbe,relaxed,-0.43,-0.232,updated,available
Pd111,H2O,pbe,SPE,,-0.216,newly_filled,available
Pd111,H2O,pbe_d3,relaxed,-0.66,-0.449,updated,available
Pd111,H2O,pbe_d3,SPE,,-0.356,newly_filled,available
Pd111,H2O,beef_vdw,relaxed,-18.144,-0.347,updated,available
Pd111,H2O,beef_vdw,SPE,,-0.249,newly_filled,available
Pd111,H2S,pbe,relaxed,-0.79,-0.6,updated,available
Pd111,H2S,pbe,SPE,,-0.582,newly_filled,available
Pd111,H2S,pbe_d3,relaxed,-1.23,-1.027,updated,available
Pd111,H2S,pbe_d3,SPE,,-0.922,newly_filled,available
Pd111,H2S,beef_vdw,SPE,,-0.543,newly_filled,available
Pd111,N2,pbe,relaxed,-0.37,-0.179,updated,available
Pd111,N2,pbe,SPE,,-0.162,newly_filled,available
Pd111,N2,pbe_d3,relaxed,-0.64,-0.432,updated,available
Pd111,N2,pbe_d3,SPE,,-0.347,newly_filled,available
Pd111,N2,beef_vdw,SPE,,-0.134,newly_filled,available
Pd111,NH3,pbe,relaxed,-0.89,-0.696,updated,available
Pd111,NH3,pbe,SPE,,-0.686,newly_filled,available
Pd111,NH3,pbe_d3,relaxed,-1.19,-0.979,updated,available
Pd111,NH3,pbe_d3,SPE,,-0.893,newly_filled,available
Pd111,NH3,beef_vdw,relaxed,-18.572,-0.775,updated,available
Pd111,NH3,beef_vdw,SPE,,-0.673,newly_filled,available
Pd111,NO,pbe,relaxed,-2.78,-2.582,updated,available
Pd111,NO,pbe,SPE,,-2.574,newly_filled,available
Pd111,NO,pbe_d3,relaxed,-3.02,-2.817,updated,available
Pd111,NO,pbe_d3,SPE,,-2.736,newly_filled,available
Pd111,NO,beef_vdw,relaxed,-26.905,-9.108,updated,available; energy review
Pd111,NO,beef_vdw,SPE,,-9.047,newly_filled,available; energy review
Pd111,SO2,pbe,relaxed,-1.24,-1.049,updated,available
Pd111,SO2,pbe,SPE,,-1.024,newly_filled,available
Pd111,SO2,pbe_d3,relaxed,-1.83,-1.627,updated,available
Pd111,SO2,pbe_d3,SPE,,-1.501,newly_filled,available
Pd111,SO2,beef_vdw,relaxed,-19.01,-1.213,updated,available
Pd111,SO2,beef_vdw,SPE,,-1.093,newly_filled,available
Pd111,acetaldehyde,pbe,relaxed,-0.36,-0.163,updated,available
Pd111,acetaldehyde,pbe,SPE,-0.306,-0.112,updated,available
Pd111,acetaldehyde,pbe_d3,relaxed,-0.79,-0.581,updated,available
Pd111,acetaldehyde,pbe_d3,SPE,-0.675,-0.468,updated,available
Pd111,acetaldehyde,r2scan,relaxed,-0.67,,withheld_unverified_or_incompatible,potential mismatch
Pd111,acetaldehyde,r2scan,SPE,-0.601,,withheld_unverified_or_incompatible,potential mismatch
Pd111,acetaldehyde,beef_vdw,relaxed,-18.267,-0.469,updated,available
Pd111,acetaldehyde,beef_vdw,SPE,-18.117,-0.32,updated,available
Pd111,acetic_acid,r2scan,relaxed,-0.82,,withheld_unverified_or_incompatible,refs unverified
Pd111,acetic_acid,r2scan,SPE,-0.774,,withheld_unverified_or_incompatible,potential mismatch
Pd111,acetic_acid,beef_vdw,relaxed,-18.382,-0.584,updated,available
Pd111,acetic_acid,beef_vdw,SPE,-18.303,-0.506,updated,available
Pd111,ethane,pbe,relaxed,-0.398,-0.046,updated,available
Pd111,ethane,pbe,SPE,0.417,0.03,updated,available
Pd111,ethane,pbe_d3,relaxed,-0.792,-0.413,updated,available
Pd111,ethane,pbe_d3,SPE,0.297,-0.18,updated,available
Pd111,ethane,r2scan,relaxed,-0.67,,withheld_unverified_or_incompatible,refs unverified
Pd111,ethane,r2scan,SPE,0.372,-0.015,updated,available
Pd111,ethane,beef_vdw,relaxed,-31.985,-0.343,updated,available
Pd111,ethane,beef_vdw,SPE,0.116,-0.215,updated,available
Pd111,ethanol,pbe,relaxed,-0.643,-0.291,updated,available
Pd111,ethanol,pbe,SPE,0.2,-0.26,updated,available
Pd111,ethanol,pbe_d3,relaxed,-1.142,-0.763,updated,available
Pd111,ethanol,pbe_d3,SPE,0.017,-0.552,updated,available
Pd111,ethanol,r2scan,relaxed,-1.087,-0.539,updated,available
Pd111,ethanol,r2scan,SPE,0.163,-0.386,updated,available
Pd111,ethanol,beef_vdw,relaxed,-32.263,-0.622,updated,available
Pd111,ethanol,beef_vdw,SPE,-0.147,-0.521,updated,available
Pd111,ethene,pbe,relaxed,-0.88,-0.684,updated,available
Pd111,ethene,pbe,SPE,-0.706,-0.656,updated,available
Pd111,ethene,pbe_d3,relaxed,-1.31,-1.104,updated,available
Pd111,ethene,pbe_d3,SPE,-0.91,-1.016,updated,available
Pd111,ethene,r2scan,relaxed,-1.18,,withheld_unverified_or_incompatible,refs unverified
Pd111,ethene,r2scan,SPE,-0.841,,withheld_unverified_or_incompatible,potential mismatch
Pd111,ethene,beef_vdw,relaxed,-18.618,-0.821,updated,available
Pd111,ethene,beef_vdw,SPE,-0.798,-0.707,updated,available
Pd111,formaldehyde,pbe,relaxed,-0.35,-0.157,updated,available
Pd111,formaldehyde,pbe,SPE,,-0.116,newly_filled,available
Pd111,formaldehyde,pbe_d3,relaxed,-0.66,-0.452,updated,available
Pd111,formaldehyde,pbe_d3,SPE,,-0.33,newly_filled,available
Pd111,formaldehyde,beef_vdw,relaxed,-18.168,-0.371,updated,available
Pd111,formaldehyde,beef_vdw,SPE,,-0.237,newly_filled,available
Pd111,formic_acid,pbe,relaxed,-0.52,-0.326,updated,available
Pd111,formic_acid,pbe,SPE,,-0.309,newly_filled,available
Pd111,formic_acid,pbe_d3,relaxed,-0.91,-0.705,updated,available
Pd111,formic_acid,pbe_d3,SPE,,-0.605,newly_filled,available
Pd111,formic_acid,beef_vdw,relaxed,-18.332,-0.535,updated,available
Pd111,formic_acid,beef_vdw,SPE,,-0.442,newly_filled,available
Pd111,glycerol,pbe,relaxed,-0.85,,withheld_unverified_or_incompatible,refs unverified
Pd111,glycerol,pbe_d3,relaxed,-1.63,,withheld_unverified_or_incompatible,refs unverified
Pd111,glycerol,r2scan,relaxed,-1.45,,withheld_unverified_or_incompatible,refs unverified
Pd111,glycerol,beef_vdw,SPE,-0.273,,withheld_unverified_or_incompatible,refs unverified
Pd111,isopropanol,pbe,relaxed,-0.62,,withheld_unverified_or_incompatible,refs unverified
Pd111,isopropanol,pbe_d3,relaxed,-1.26,,withheld_unverified_or_incompatible,refs unverified
Pd111,isopropanol,r2scan,relaxed,-1.12,,withheld_unverified_or_incompatible,refs unverified
Pd111,methane,pbe,relaxed,-0.21,-0.02,updated,available
Pd111,methane,pbe,SPE,,0.072,newly_filled,available
Pd111,methane,pbe_d3,relaxed,-0.44,-0.233,updated,available
Pd111,methane,pbe_d3,SPE,,-0.118,newly_filled,available
Pd111,methane,r2scan,relaxed,-0.369,,withheld_unverified_or_incompatible,potential mismatch
Pd111,methane,beef_vdw,relaxed,-18.021,-0.224,updated,available
Pd111,methane,beef_vdw,SPE,,-0.079,newly_filled,available
Pd111,methanol,pbe,relaxed,-0.42,-0.229,updated,available
Pd111,methanol,pbe,SPE,-0.385,-0.19,updated,available
Pd111,methanol,pbe_d3,relaxed,-0.8,-0.592,updated,available
Pd111,methanol,pbe_d3,SPE,-0.703,-0.497,updated,available
Pd111,methanol,r2scan,relaxed,-0.73,,withheld_unverified_or_incompatible,potential mismatch
Pd111,methanol,r2scan,SPE,-0.679,,withheld_unverified_or_incompatible,potential mismatch
Pd111,methanol,beef_vdw,relaxed,-18.285,-0.488,updated,available
Pd111,methanol,beef_vdw,SPE,-18.159,-0.362,updated,available
Pd111,propane,pbe,relaxed,-0.41,,withheld_unverified_or_incompatible,refs unverified
Pd111,propane,pbe_d3,relaxed,-0.91,,withheld_unverified_or_incompatible,refs unverified
Pd111,propane,r2scan,relaxed,-0.78,,withheld_unverified_or_incompatible,refs unverified
Pd111,propanol,pbe,relaxed,-0.64,,withheld_unverified_or_incompatible,refs unverified
Pd111,propanol,pbe_d3,relaxed,-1.28,,withheld_unverified_or_incompatible,refs unverified
Pd111,propanol,r2scan,relaxed,-1.14,,withheld_unverified_or_incompatible,refs unverified
Pd111,propene,pbe,relaxed,-0.99,,withheld_unverified_or_incompatible,refs unverified
Pd111,propene,pbe_d3,relaxed,-1.57,,withheld_unverified_or_incompatible,refs unverified
Pd111,propene,r2scan,relaxed,-1.52,,withheld_unverified_or_incompatible,refs unverified
Pt100,CH3,pbe,relaxed,-2.559,,withheld_unverified_or_incompatible,refs unverified
Pt100,CH3,pbe,SPE,-2.542,,withheld_unverified_or_incompatible,potential mismatch
Pt100,CH3,pbe_d3,relaxed,-2.912,,withheld_unverified_or_incompatible,refs unverified
Pt100,CH3,pbe_d3,SPE,-2.796,,withheld_unverified_or_incompatible,potential mismatch
Pt100,CH3,r2scan,relaxed,-2.819,,withheld_unverified_or_incompatible,refs unverified
Pt100,CH3,r2scan,SPE,-2.772,,withheld_unverified_or_incompatible,potential mismatch
Pt100,CH3,beef_vdw,relaxed,-36.044,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,CH3,beef_vdw,SPE,-35.908,,withheld_unverified_or_incompatible,potential mismatch
Pt100,CO,pbe,relaxed,-2.527,,withheld_unverified_or_incompatible,refs unverified
Pt100,CO,pbe_d3,relaxed,-2.845,,withheld_unverified_or_incompatible,refs unverified
Pt100,CO,r2scan,relaxed,-2.891,,withheld_unverified_or_incompatible,refs unverified
Pt100,CO,beef_vdw,relaxed,-35.788,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,CO2,pbe,relaxed,-0.8,-0.011,updated,available
Pt100,CO2,pbe,SPE,0.007,0.008,updated,available
Pt100,CO2,r2scan,relaxed,-1.32,,withheld_unverified_or_incompatible,refs unverified
Pt100,CO2,r2scan,SPE,-0.022,-0.014,updated,available
Pt100,CO2,beef_vdw,relaxed,-60.444,-0.262,updated,available
Pt100,CO2,beef_vdw,SPE,-0.129,-0.115,updated,available
Pt100,DME,r2scan,relaxed,-1.22,,withheld_unverified_or_incompatible,refs unverified
Pt100,DME,r2scan,SPE,-1.16,,withheld_unverified_or_incompatible,potential mismatch
Pt100,DME,beef_vdw,relaxed,-34.487,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,DME,beef_vdw,SPE,-34.321,,withheld_unverified_or_incompatible,potential mismatch
Pt100,H2O,pbe,relaxed,-0.749,,withheld_unverified_or_incompatible,refs unverified
Pt100,H2O,pbe_d3,relaxed,-1.031,,withheld_unverified_or_incompatible,refs unverified
Pt100,H2O,r2scan,relaxed,-1.151,,withheld_unverified_or_incompatible,refs unverified
Pt100,H2O,beef_vdw,relaxed,-34.239,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,H2S,pbe,relaxed,-1.393,,withheld_unverified_or_incompatible,refs unverified
Pt100,H2S,pbe_d3,relaxed,-1.865,,withheld_unverified_or_incompatible,refs unverified
Pt100,H2S,r2scan,relaxed,-1.834,,withheld_unverified_or_incompatible,refs unverified
Pt100,H2S,beef_vdw,relaxed,-34.879,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,N2,pbe,relaxed,-0.835,,withheld_unverified_or_incompatible,refs unverified
Pt100,N2,pbe_d3,relaxed,-1.103,,withheld_unverified_or_incompatible,refs unverified
Pt100,N2,r2scan,relaxed,-1.177,,withheld_unverified_or_incompatible,refs unverified
Pt100,N2,beef_vdw,relaxed,-34.199,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,NH3,pbe,relaxed,-1.464,,withheld_unverified_or_incompatible,refs unverified
Pt100,NH3,pbe_d3,relaxed,-1.786,,withheld_unverified_or_incompatible,refs unverified
Pt100,NH3,r2scan,relaxed,-1.881,,withheld_unverified_or_incompatible,refs unverified
Pt100,NH3,beef_vdw,relaxed,-34.885,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,NO,pbe,relaxed,-3.012,,withheld_unverified_or_incompatible,refs unverified
Pt100,NO,pbe_d3,relaxed,-3.286,,withheld_unverified_or_incompatible,refs unverified
Pt100,NO,beef_vdw,relaxed,-42.911,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,SO2,pbe,relaxed,-1.744,,withheld_unverified_or_incompatible,refs unverified
Pt100,SO2,pbe_d3,relaxed,-2.393,,withheld_unverified_or_incompatible,refs unverified
Pt100,SO2,r2scan,relaxed,-2.403,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,SO2,beef_vdw,relaxed,-35.273,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,acetaldehyde,pbe,relaxed,-0.711,,withheld_unverified_or_incompatible,refs unverified
Pt100,acetaldehyde,pbe,SPE,-0.635,,withheld_unverified_or_incompatible,potential mismatch
Pt100,acetaldehyde,pbe_d3,relaxed,-1.208,,withheld_unverified_or_incompatible,refs unverified
Pt100,acetaldehyde,pbe_d3,SPE,-1.068,,withheld_unverified_or_incompatible,potential mismatch
Pt100,acetaldehyde,r2scan,relaxed,-1.08,,withheld_unverified_or_incompatible,refs unverified
Pt100,acetaldehyde,r2scan,SPE,-1.005,,withheld_unverified_or_incompatible,potential mismatch
Pt100,acetaldehyde,beef_vdw,relaxed,-34.353,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,acetaldehyde,beef_vdw,SPE,-34.127,,withheld_unverified_or_incompatible,potential mismatch
Pt100,acetic_acid,r2scan,relaxed,-1.405,,withheld_unverified_or_incompatible,refs unverified
Pt100,acetic_acid,r2scan,SPE,-1.344,,withheld_unverified_or_incompatible,potential mismatch
Pt100,acetic_acid,beef_vdw,relaxed,-34.528,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,acetic_acid,beef_vdw,SPE,-34.394,,withheld_unverified_or_incompatible,potential mismatch
Pt100,ethane,pbe,relaxed,-0.8,-0.009,updated,available
Pt100,ethane,pbe,SPE,0.467,0.073,updated,available
Pt100,ethane,pbe_d3,relaxed,-1.27,-0.446,updated,available
Pt100,ethane,pbe_d3,SPE,0.176,-0.283,updated,available
Pt100,ethane,r2scan,relaxed,-1.33,,withheld_unverified_or_incompatible,refs unverified
Pt100,ethane,r2scan,SPE,0.385,-0.036,updated,available
Pt100,ethane,beef_vdw,relaxed,-60.494,-0.312,updated,available
Pt100,ethane,beef_vdw,SPE,0.175,-0.098,updated,available
Pt100,ethanol,pbe,relaxed,-1.16,-0.363,updated,available
Pt100,ethanol,pbe,SPE,0.396,-0.318,updated,available
Pt100,ethanol,pbe_d3,relaxed,-1.72,-0.893,updated,available
Pt100,ethanol,pbe_d3,SPE,-0.007,-0.772,updated,available
Pt100,ethanol,r2scan,relaxed,-1.82,,withheld_unverified_or_incompatible,refs unverified
Pt100,ethanol,r2scan,SPE,0.285,-0.513,updated,available
Pt100,ethanol,beef_vdw,relaxed,-60.854,-0.671,updated,available
Pt100,ethanol,beef_vdw,SPE,0.088,-0.464,updated,available
Pt100,ethene,pbe,relaxed,-1.569,,withheld_unverified_or_incompatible,refs unverified
Pt100,ethene,pbe,SPE,-1.123,,withheld_unverified_or_incompatible,potential mismatch
Pt100,ethene,pbe_d3,relaxed,-2.107,,withheld_unverified_or_incompatible,refs unverified
Pt100,ethene,pbe_d3,SPE,-1.96,,withheld_unverified_or_incompatible,potential mismatch
Pt100,ethene,r2scan,relaxed,-2.118,,withheld_unverified_or_incompatible,refs unverified
Pt100,ethene,r2scan,SPE,-1.384,,withheld_unverified_or_incompatible,potential mismatch
Pt100,ethene,beef_vdw,relaxed,-35.12,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,ethene,beef_vdw,SPE,-1.151,,withheld_unverified_or_incompatible,potential mismatch
Pt100,formaldehyde,pbe,relaxed,-1.197,,withheld_unverified_or_incompatible,refs unverified
Pt100,formaldehyde,pbe_d3,relaxed,-1.592,,withheld_unverified_or_incompatible,refs unverified
Pt100,formaldehyde,r2scan,relaxed,-1.687,,withheld_unverified_or_incompatible,refs unverified
Pt100,formaldehyde,beef_vdw,relaxed,-34.608,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,formic_acid,pbe,relaxed,-0.91,,withheld_unverified_or_incompatible,refs unverified
Pt100,formic_acid,pbe_d3,relaxed,-1.347,,withheld_unverified_or_incompatible,refs unverified
Pt100,formic_acid,r2scan,relaxed,-1.366,,withheld_unverified_or_incompatible,refs unverified
Pt100,formic_acid,beef_vdw,relaxed,-34.451,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,glycerol,pbe,relaxed,-1.35,,withheld_unverified_or_incompatible,refs unverified
Pt100,glycerol,pbe,SPE,0.375,0.376,updated,available
Pt100,glycerol,pbe_d3,relaxed,-2.29,,withheld_unverified_or_incompatible,refs unverified
Pt100,glycerol,pbe_d3,SPE,-0.387,-0.384,updated,available
Pt100,glycerol,r2scan,relaxed,-2.12,,withheld_unverified_or_incompatible,refs unverified
Pt100,glycerol,r2scan,SPE,0.192,,withheld_unverified_or_incompatible,refs unverified
Pt100,glycerol,beef_vdw,SPE,-0.127,,withheld_unverified_or_incompatible,refs unverified
Pt100,isopropanol,pbe,relaxed,-1.16,,withheld_unverified_or_incompatible,refs unverified
Pt100,isopropanol,pbe_d3,relaxed,-1.89,,withheld_unverified_or_incompatible,refs unverified
Pt100,isopropanol,pbe_d3,SPE,-0.086,-0.082,updated,available
Pt100,isopropanol,r2scan,relaxed,-1.87,,withheld_unverified_or_incompatible,refs unverified
Pt100,isopropanol,r2scan,SPE,0.281,0.29,updated,available
Pt100,isopropanol,beef_vdw,SPE,0.025,0.039,updated,available
Pt100,methane,pbe,relaxed,-0.51,,withheld_unverified_or_incompatible,refs unverified
Pt100,methane,pbe_d3,relaxed,-0.796,,withheld_unverified_or_incompatible,refs unverified
Pt100,methane,r2scan,relaxed,-0.829,,withheld_unverified_or_incompatible,refs unverified
Pt100,methane,beef_vdw,relaxed,-34.094,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,methanol,pbe,relaxed,-0.775,,withheld_unverified_or_incompatible,refs unverified
Pt100,methanol,pbe,SPE,-0.736,,withheld_unverified_or_incompatible,potential mismatch
Pt100,methanol,pbe_d3,relaxed,-1.225,,withheld_unverified_or_incompatible,refs unverified
Pt100,methanol,pbe_d3,SPE,-1.103,,withheld_unverified_or_incompatible,potential mismatch
Pt100,methanol,r2scan,relaxed,-1.247,,withheld_unverified_or_incompatible,refs unverified
Pt100,methanol,r2scan,SPE,-1.193,,withheld_unverified_or_incompatible,potential mismatch
Pt100,methanol,beef_vdw,relaxed,-34.408,,withheld_unverified_or_incompatible,potential_mismatch
Pt100,methanol,beef_vdw,SPE,-34.231,,withheld_unverified_or_incompatible,potential mismatch
Pt100,propane,pbe,relaxed,-0.81,,withheld_unverified_or_incompatible,refs unverified
Pt100,propane,pbe,SPE,0.604,0.605,updated,available
Pt100,propane,pbe_d3,relaxed,-1.4,,withheld_unverified_or_incompatible,refs unverified
Pt100,propane,pbe_d3,SPE,0.069,0.073,updated,available
Pt100,propane,r2scan,relaxed,-1.38,,withheld_unverified_or_incompatible,refs unverified
Pt100,propane,r2scan,SPE,0.432,0.44,updated,available
Pt100,propane,beef_vdw,SPE,0.213,0.227,updated,available
Pt100,propanol,pbe,relaxed,-1.21,,withheld_unverified_or_incompatible,refs unverified
Pt100,propanol,pbe,SPE,0.431,0.432,updated,available
Pt100,propanol,pbe_d3,relaxed,-1.9,,withheld_unverified_or_incompatible,refs unverified
Pt100,propanol,pbe_d3,SPE,-0.177,-0.173,updated,available
Pt100,propanol,r2scan,relaxed,-1.84,,withheld_unverified_or_incompatible,refs unverified
Pt100,propanol,r2scan,SPE,0.25,0.258,updated,available
Pt100,propanol,beef_vdw,SPE,0.029,0.043,updated,available
Pt100,propene,pbe,relaxed,-2.03,,withheld_unverified_or_incompatible,refs unverified
Pt100,propene,pbe_d3,relaxed,-2.73,,withheld_unverified_or_incompatible,refs unverified
Pt100,propene,pbe_d3,SPE,-1.389,-1.385,updated,available
Pt100,propene,r2scan,relaxed,-2.81,,withheld_unverified_or_incompatible,refs unverified
Pt100,propene,r2scan,SPE,-1.162,-1.153,updated,available
Pt100,propene,beef_vdw,SPE,-1.082,-1.068,updated,available
Pt110,CH3,pbe,relaxed,-2.597,,withheld_unverified_or_incompatible,refs unverified
Pt110,CH3,pbe,SPE,-2.547,,withheld_unverified_or_incompatible,potential mismatch
Pt110,CH3,pbe_d3,relaxed,-2.944,,withheld_unverified_or_incompatible,refs unverified
Pt110,CH3,pbe_d3,SPE,-2.846,,withheld_unverified_or_incompatible,potential mismatch
Pt110,CH3,r2scan,relaxed,-2.732,,withheld_unverified_or_incompatible,refs unverified
Pt110,CH3,r2scan,SPE,-2.548,,withheld_unverified_or_incompatible,potential mismatch
Pt110,CH3,beef_vdw,SPE,-24.894,,withheld_unverified_or_incompatible,potential mismatch
Pt110,CO,pbe,relaxed,-2.594,,withheld_unverified_or_incompatible,refs unverified
Pt110,CO,pbe_d3,relaxed,-2.907,,withheld_unverified_or_incompatible,refs unverified
Pt110,CO,beef_vdw,relaxed,-24.764,,withheld_unverified_or_incompatible,potential_mismatch
Pt110,CO2,pbe,relaxed,-0.324,,withheld_unverified_or_incompatible,refs unverified
Pt110,CO2,pbe,SPE,-0.014,,withheld_unverified_or_incompatible,potential mismatch
Pt110,CO2,r2scan,relaxed,-0.595,,withheld_unverified_or_incompatible,refs unverified
Pt110,CO2,r2scan,SPE,0.041,,withheld_unverified_or_incompatible,potential mismatch
Pt110,CO2,beef_vdw,relaxed,-22.828,,withheld_unverified_or_incompatible,potential_mismatch
Pt110,CO2,beef_vdw,SPE,-0.184,,withheld_unverified_or_incompatible,potential mismatch
Pt110,DME,r2scan,relaxed,-1.14,,withheld_unverified_or_incompatible,refs unverified
Pt110,DME,r2scan,SPE,-0.98,,withheld_unverified_or_incompatible,potential mismatch
Pt110,DME,beef_vdw,relaxed,-23.327,,withheld_unverified_or_incompatible,potential_mismatch
Pt110,DME,beef_vdw,SPE,-23.256,,withheld_unverified_or_incompatible,potential mismatch
Pt110,H2O,pbe,relaxed,-0.735,,withheld_unverified_or_incompatible,refs unverified
Pt110,H2O,pbe_d3,relaxed,-1.041,,withheld_unverified_or_incompatible,refs unverified
Pt110,H2O,r2scan,relaxed,-1.087,,withheld_unverified_or_incompatible,refs unverified
Pt110,H2O,beef_vdw,relaxed,-23.06,,withheld_unverified_or_incompatible,potential_mismatch
