name,surface,molecule,category,min_dist,pair,pair_labels,min_dist_heavy,pair_heavy,n_metal,n_mol,mol_elems,png
Au111_isobutane,Au111,isobutane,reasonable,2.929,Au-H,Au33...H4,3.969,Au-C,36,14,CH,Au111_isobutane.png
Au111_isobutene,Au111,isobutene,borderline,3.381,Au-C,Au34...C3,3.381,Au-C,36,12,CH,Au111_isobutene.png
Au111_isoeugenol,Au111,isoeugenol,borderline,3.177,Au-H,Au28...H8,3.828,Au-O,36,24,CHO,Au111_isoeugenol.png
Au111_isopentane,Au111,isopentane,borderline,3.077,Au-H,Au28...H6,4.055,Au-C,36,17,CH,Au111_isopentane.png
Au111_isoprene,Au111,isoprene,borderline,3.221,Au-H,Au29...H4,3.477,Au-C,36,13,CH,Au111_isoprene.png
Au111_isopropanol,Au111,isopropanol,borderline,3.09,Au-H,Au31...H8,3.229,Au-O,36,12,CHO,Au111_isopropanol.png
Au111_itaconic_acid,Au111,itaconic_acid,borderline,3.342,Au-H,Au29...H4,4.011,Au-C,36,15,CHO,Au111_itaconic_acid.png
Au111_lactic_acid,Au111,lactic_acid,reasonable,2.878,Au-H,Au34...H5,3.705,Au-O,36,12,CHO,Au111_lactic_acid.png
Au111_levoglucosan,Au111,levoglucosan,reasonable,2.932,Au-H,Au33...H4,3.778,Au-O,36,21,CHO,Au111_levoglucosan.png
Au111_levulinic_acid,Au111,levulinic_acid,borderline,3.089,Au-H,Au30...H6,3.902,Au-O,36,16,CHO,Au111_levulinic_acid.png
Au111_malic_acid,Au111,malic_acid,reasonable,2.807,Au-H,Au34...H6,3.566,Au-O,36,15,CHO,Au111_malic_acid.png
Au111_malonic_acid,Au111,malonic_acid,detached,3.914,Au-O,Au34...O4,3.914,Au-O,36,11,CHO,Au111_malonic_acid.png
Au111_methane,Au111,methane,borderline,3.207,Au-H,Au32...H1,3.853,Au-C,36,5,CH,Au111_methane.png
Au111_methanol,Au111,methanol,reasonable,2.844,Au-H,Au35...H2,3.718,Au-O,36,6,CHO,Au111_methanol.png
Au111_methyl_formate,Au111,methyl_formate,borderline,3.294,Au-H,Au33...H4,3.818,Au-O,36,8,CHO,Au111_methyl_formate.png
Au111_methylcyclopentenolone,Au111,methylcyclopentenolone,detached,3.87,Au-H,Au34...H5,4.84,Au-C,36,16,CHO,Au111_methylcyclopentenolone.png
Au111_methylethylketone,Au111,methylethylketone,reasonable,2.936,Au-O,Au32...O1,2.936,Au-O,36,13,CHO,Au111_methylethylketone.png
Au111_methylmethacrylate,Au111,methylmethacrylate,borderline,3.453,Au-H,Au29...H4,3.546,Au-C,36,15,CHO,Au111_methylmethacrylate.png
Au111_muconic_acid,Au111,muconic_acid,borderline,3.296,Au-H,Au32...H1,3.802,Au-O,36,16,CHO,Au111_muconic_acid.png
Au111_naphthalene,Au111,naphthalene,borderline,3.159,Au-H,Au34...H7,3.996,Au-C,36,18,CH,Au111_naphthalene.png
Au111_octane,Au111,octane,borderline,3.061,Au-H,Au28...H9,4.048,Au-C,36,26,CH,Au111_octane.png
Au111_octene,Au111,octene,borderline,3.176,Au-H,Au32...H7,4.117,Au-C,36,24,CH,Au111_octene.png
Au111_oxalic_acid,Au111,oxalic_acid,detached,3.734,Au-H,Au33...H2,3.904,Au-C,36,8,CHO,Au111_oxalic_acid.png
Au111_pentane,Au111,pentane,borderline,3.125,Au-H,Au32...H8,4.098,Au-C,36,17,CH,Au111_pentane.png
Au111_pentanol,Au111,pentanol,reasonable,2.945,Au-H,Au34...H12,3.788,Au-O,36,18,CHO,Au111_pentanol.png
Au111_phenol,Au111,phenol,reasonable,2.792,Au-H,Au34...H1,3.75,Au-O,36,13,CHO,Au111_phenol.png
Au111_propanal,Au111,propanal,borderline,3.127,Au-H,Au29...H2,3.183,Au-O,36,10,CHO,Au111_propanal.png
Au111_propane,Au111,propane,borderline,3.025,Au-H,Au32...H4,3.973,Au-C,36,11,CH,Au111_propane.png
Au111_propanol,Au111,propanol,borderline,3.047,Au-O,Au31...O1,3.047,Au-O,36,12,CHO,Au111_propanol.png
Au111_propene,Au111,propene,borderline,3.28,Au-H,Au34...H5,3.482,Au-C,36,9,CH,Au111_propene.png
Au111_propionic_acid,Au111,propionic_acid,reasonable,2.735,Au-H,Au36...H6,2.915,Au-O,36,11,CHO,Au111_propionic_acid.png
Au111_propyl_syringol,Au111,propyl_syringol,borderline,3.134,Au-H,Au33...H12,3.766,Au-C,36,30,CHO,Au111_propyl_syringol.png
Au111_pyrrole,Au111,pyrrole,reasonable,2.617,Au-H,Au29...H4,3.574,Au-N,36,10,CHN,Au111_pyrrole.png
Au111_pyruvic_acid,Au111,pyruvic_acid,borderline,3.295,Au-H,Au28...H4,3.601,Au-O,36,10,CHO,Au111_pyruvic_acid.png
Au111_sorbitol,Au111,sorbitol,borderline,3.02,Au-H,Au31...H11,3.692,Au-O,36,26,CHO,Au111_sorbitol.png
Au111_styrene,Au111,styrene,borderline,3.146,Au-H,Au31...H8,3.859,Au-C,36,16,CH,Au111_styrene.png
Au111_succinic_acid,Au111,succinic_acid,borderline,3.43,Au-H,Au32...H2,3.825,Au-O,36,14,CHO,Au111_succinic_acid.png
Au111_syringaldehyde,Au111,syringaldehyde,borderline,3.181,Au-H,Au32...H7,4.056,Au-C,36,23,CHO,Au111_syringaldehyde.png
Au111_syringol,Au111,syringol,reasonable,2.983,Au-H,Au32...H10,3.72,Au-O,36,21,CHO,Au111_syringol.png
Au111_tartaric_acid,Au111,tartaric_acid,reasonable,2.992,Au-H,Au29...H5,3.559,Au-O,36,16,CHO,Au111_tartaric_acid.png
Au111_thiophene,Au111,thiophene,borderline,3.207,Au-H,Au35...H1,3.371,Au-C,36,9,CHS,Au111_thiophene.png
Au111_toluene,Au111,toluene,borderline,3.242,Au-H,Au30...H6,3.605,Au-C,36,15,CH,Au111_toluene.png
Au111_valeraldehyde,Au111,valeraldehyde,borderline,3.269,Au-H,Au33...H1,3.343,Au-O,36,16,CHO,Au111_valeraldehyde.png
Au111_valeric_acid,Au111,valeric_acid,borderline,3.259,Au-H,Au29...H10,3.816,Au-O,36,17,CHO,Au111_valeric_acid.png
Au111_vanillin,Au111,vanillin,borderline,3.235,Au-H,Au33...H3,4.018,Au-C,36,19,CHO,Au111_vanillin.png
Au111_xylene,Au111,xylene,borderline,3.286,Au-H,Au36...H5,4.079,Au-C,36,18,CH,Au111_xylene.png
Au111_xylitol,Au111,xylitol,borderline,3.166,Au-O,Au34...O4,3.166,Au-O,36,22,CHO,Au111_xylitol.png
"Co0001_1,6-anhydroglucofuranose",Co0001,"1,6-anhydroglucofuranose",detached,3.932,Co-H,Co58...H5,4.371,Co-C,64,17,CHO,"Co0001_1,6-anhydroglucofuranose.png"
Co0001_1-butanol,Co0001,1-butanol,reasonable,2.579,Co-H,Co59...H7,3.682,Co-C,64,15,CHO,Co0001_1-butanol.png
Co0001_1-butene,Co0001,1-butene,reasonable,2.543,Co-H,Co62...H3,3.206,Co-C,64,12,CH,Co0001_1-butene.png
Co0001_1-pentene,Co0001,1-pentene,reasonable,2.45,Co-H,Co59...H4,3.236,Co-C,64,15,CH,Co0001_1-pentene.png
Co0001_2-butanol,Co0001,2-butanol,reasonable,2.67,Co-H,Co54...H6,3.751,Co-C,64,15,CHO,Co0001_2-butanol.png
Co0001_2-butene,Co0001,2-butene,borderline,3.325,Co-H,Co62...H8,3.421,Co-C,64,12,CH,Co0001_2-butene.png
Co0001_2-ethylphenol,Co0001,2-ethylphenol,reasonable,2.698,Co-H,Co53...H4,3.75,Co-C,64,19,CHO,Co0001_2-ethylphenol.png
Co0001_2-furanone,Co0001,2-furanone,borderline,3.268,Co-H,Co63...H2,3.946,Co-C,64,10,CHO,Co0001_2-furanone.png
Co0001_2-heptanone,Co0001,2-heptanone,reasonable,2.462,Co-H,Co63...H10,3.571,Co-C,64,22,CHO,Co0001_2-heptanone.png
Co0001_2-hexanone,Co0001,2-hexanone,reasonable,2.365,Co-H,Co58...H8,3.466,Co-C,64,19,CHO,Co0001_2-hexanone.png
Co0001_2-pentanone,Co0001,2-pentanone,reasonable,2.814,Co-H,Co58...H7,3.818,Co-C,64,16,CHO,Co0001_2-pentanone.png
Co0001_3-MTHF,Co0001,3-MTHF,reasonable,2.981,Co-H,Co58...H6,3.926,Co-C,64,16,CHO,Co0001_3-MTHF.png
Co0001_3-hydroxypropionic_acid,Co0001,3-hydroxypropionic_acid,detached,3.817,Co-H,Co53...H3,4.565,Co-C,64,12,CHO,Co0001_3-hydroxypropionic_acid.png
Co0001_4-methylguaiacol,Co0001,4-methylguaiacol,borderline,3.501,Co-H,Co52...H1,4.101,Co-C,64,20,CHO,Co0001_4-methylguaiacol.png
Co0001_5-HMF,Co0001,5-HMF,borderline,3.06,Co-H,Co60...H4,3.996,Co-C,64,15,CHO,Co0001_5-HMF.png
Co0001_5-heptanone,Co0001,5-heptanone,reasonable,2.44,Co-H,Co62...H4,3.537,Co-C,64,22,CHO,Co0001_5-heptanone.png
Co0001_5-methylfurfural,Co0001,5-methylfurfural,borderline,3.333,Co-H,Co55...H5,4.338,Co-C,64,14,CHO,Co0001_5-methylfurfural.png
Co0001_CH2,Co0001,CH2,reasonable,1.632,Co-H,Co53...H1,1.942,Co-C,64,3,CH,Co0001_CH2.png
Co0001_CH3,Co0001,CH3,reasonable,2.032,Co-H,Co59...H1,2.135,Co-C,64,4,CH,Co0001_CH3.png
Co0001_CH4,Co0001,CH4,borderline,3.166,Co-H,Co58...H4,3.584,Co-C,64,5,CH,Co0001_CH4.png
Co0001_CO,Co0001,CO,detached,5.375,Co-C,Co62...C1,5.375,Co-C,64,2,CO,Co0001_CO.png
Co0001_CO2,Co0001,CO2,detached,5.872,Co-C,Co59...C1,5.872,Co-C,64,3,CO,Co0001_CO2.png
Co0001_D-fructofuranose,Co0001,D-fructofuranose,detached,4.064,Co-H,Co62...H5,4.731,Co-C,64,20,CHO,Co0001_D-fructofuranose.png
Co0001_D-xylopyranose,Co0001,D-xylopyranose,detached,4.442,Co-H,Co60...H7,5.4,Co-C,64,20,CHO,Co0001_D-xylopyranose.png
Co0001_DME,Co0001,DME,detached,3.657,Co-H,Co59...H5,4.089,Co-C,64,9,CHO,Co0001_DME.png
Co0001_DMSO,Co0001,DMSO,borderline,3.188,Co-H,Co54...H5,3.801,Co-C,64,10,CHOS,Co0001_DMSO.png
Co0001_H2,Co0001,H2,reasonable,2.835,Co-H,Co58...H2,,,64,2,H,Co0001_H2.png
Co0001_H2O,Co0001,H2O,detached,5.233,Co-H,Co62...H2,5.969,Co-O,64,3,HO,Co0001_H2O.png
Co0001_H2S,Co0001,H2S,reasonable,1.71,Co-H,Co62...H1,2.136,Co-S,64,3,HS,Co0001_H2S.png
Co0001_HCO,Co0001,HCO,detached,4.056,Co-H,Co61...H2,4.788,Co-C,64,4,CHO,Co0001_HCO.png
Co0001_N2,Co0001,N2,reasonable,1.807,Co-N,Co58...N1,1.807,Co-N,64,2,N,Co0001_N2.png
Co0001_NH3,Co0001,NH3,reasonable,2.068,Co-N,Co59...N1,2.068,Co-N,64,4,HN,Co0001_NH3.png
Co0001_NO,Co0001,NO,detached,6.023,Co-N,Co58...N1,6.023,Co-N,64,2,NO,Co0001_NO.png
Co0001_NO2,Co0001,NO2,detached,5.789,Co-N,Co54...N1,5.789,Co-N,64,3,NO,Co0001_NO2.png
Co0001_O2,Co0001,O2,detached,5.995,Co-O,Co59...O2,5.995,Co-O,64,2,O,Co0001_O2.png
Co0001_SO2,Co0001,SO2,detached,5.42,Co-S,Co62...S1,5.42,Co-S,64,3,OS,Co0001_SO2.png
Co0001_THF,Co0001,THF,reasonable,2.602,Co-H,Co62...H3,3.675,Co-C,64,13,CHO,Co0001_THF.png
Co0001_acetal,Co0001,acetal,reasonable,2.866,Co-H,Co55...H12,3.823,Co-C,64,22,CHO,Co0001_acetal.png
Co0001_acetaldehyde,Co0001,acetaldehyde,borderline,3.426,Co-H,Co59...H2,3.85,Co-C,64,7,CHO,Co0001_acetaldehyde.png
Co0001_acetic_acid,Co0001,acetic_acid,borderline,3.52,Co-H,Co61...H2,3.873,Co-C,64,8,CHO,Co0001_acetic_acid.png
Co0001_acetone,Co0001,acetone,borderline,3.194,Co-H,Co62...H6,3.81,Co-C,64,10,CHO,Co0001_acetone.png
Co0001_acetophenone,Co0001,acetophenone,reasonable,2.984,Co-H,Co52...H2,3.852,Co-C,64,17,CHO,Co0001_acetophenone.png
Co0001_alpha-D-glucopyranose,Co0001,alpha-D-glucopyranose,detached,4.345,Co-H,Co54...H4,5.383,Co-C,64,24,CHO,Co0001_alpha-D-glucopyranose.png
Co0001_angelica_lactone,Co0001,angelica_lactone,borderline,3.245,Co-H,Co55...H4,3.918,Co-C,64,13,CHO,Co0001_angelica_lactone.png
Co0001_aniline,Co0001,aniline,borderline,3.192,Co-H,Co59...H1,3.408,Co-N,64,14,CHN,Co0001_aniline.png
Co0001_benzaldehyde,Co0001,benzaldehyde,borderline,3.01,Co-H,Co53...H5,3.692,Co-C,64,14,CHO,Co0001_benzaldehyde.png
Co0001_benzene,Co0001,benzene,reasonable,2.035,Co-H,Co58...H5,2.064,Co-C,64,12,CH,Co0001_benzene.png
Co0001_butadiene,Co0001,butadiene,reasonable,1.79,Co-H,Co53...H4,1.967,Co-C,64,10,CH,Co0001_butadiene.png
Co0001_butanal,Co0001,butanal,reasonable,2.362,Co-H,Co63...H4,3.47,Co-C,64,13,CHO,Co0001_butanal.png
Co0001_butane,Co0001,butane,reasonable,2.33,Co-H,Co59...H4,3.436,Co-C,64,14,CH,Co0001_butane.png
Co0001_butyric_acid,Co0001,butyric_acid,reasonable,2.565,Co-H,Co59...H4,3.649,Co-C,64,14,CHO,Co0001_butyric_acid.png
Co0001_caproic_acid,Co0001,caproic_acid,reasonable,2.434,Co-H,Co54...H5,3.518,Co-C,64,20,CHO,Co0001_caproic_acid.png
Co0001_carbonate,Co0001,carbonate,detached,5.884,Co-C,Co62...C1,5.884,Co-C,64,4,CO,Co0001_carbonate.png
Co0001_citric_acid,Co0001,citric_acid,detached,4.649,Co-H,Co62...H5,5.503,Co-C,64,21,CHO,Co0001_citric_acid.png
Co0001_cyclobutanone,Co0001,cyclobutanone,borderline,3.327,Co-H,Co62...H4,3.711,Co-C,64,11,CHO,Co0001_cyclobutanone.png
Co0001_cyclohexanone,Co0001,cyclohexanone,reasonable,2.4,Co-H,Co50...H6,3.515,Co-C,64,17,CHO,Co0001_cyclohexanone.png
Co0001_cyclopentanone,Co0001,cyclopentanone,reasonable,2.485,Co-H,Co62...H3,3.578,Co-C,64,14,CHO,Co0001_cyclopentanone.png
Co0001_diethyl_ether,Co0001,diethyl_ether,borderline,3.353,Co-H,Co62...H9,4.056,Co-C,64,15,CHO,Co0001_diethyl_ether.png
Co0001_dimethyl_succinate,Co0001,dimethyl_succinate,detached,4.531,Co-H,Co62...H5,5.394,Co-C,64,17,CHO,Co0001_dimethyl_succinate.png
Co0001_ethane,Co0001,ethane,reasonable,2.457,Co-H,Co50...H6,3.515,Co-C,64,8,CH,Co0001_ethane.png
Co0001_ethanol,Co0001,ethanol,borderline,3.271,Co-H,Co60...H6,4.124,Co-C,64,9,CHO,Co0001_ethanol.png
Co0001_ethene,Co0001,ethene,reasonable,2.032,Co-C,Co55...C1,2.032,Co-C,64,6,CH,Co0001_ethene.png
Co0001_ethyl_acetate,Co0001,ethyl_acetate,borderline,3.583,Co-H,Co54...H3,4.111,Co-C,64,14,CHO,Co0001_ethyl_acetate.png
Co0001_ethylene,Co0001,ethylene,reasonable,1.923,Co-H,Co62...H2,1.992,Co-C,64,6,CH,Co0001_ethylene.png
Co0001_ethylene_glycol,Co0001,ethylene_glycol,detached,3.723,Co-H,Co59...H4,4.629,Co-C,64,10,CHO,Co0001_ethylene_glycol.png
Co0001_eugenol,Co0001,eugenol,reasonable,2.753,Co-C,Co49...C1,2.753,Co-C,64,24,CHO,Co0001_eugenol.png
Co0001_formaldehyde,Co0001,formaldehyde,detached,4.056,Co-H,Co63...H1,4.788,Co-C,64,4,CHO,Co0001_formaldehyde.png
Co0001_formate,Co0001,formate,detached,4.404,Co-H,Co58...H1,5.506,Co-C,64,4,CHO,Co0001_formate.png
Co0001_formic_acid,Co0001,formic_acid,detached,4.415,Co-H,Co61...H2,5.456,Co-C,64,5,CHO,Co0001_formic_acid.png
Co0001_furan,Co0001,furan,reasonable,2.631,Co-H,Co54...H1,3.649,Co-C,64,9,CHO,Co0001_furan.png
Co0001_furfural,Co0001,furfural,reasonable,2.884,Co-H,Co62...H3,3.793,Co-C,64,11,CHO,Co0001_furfural.png
Co0001_furfuryl_alcohol,Co0001,furfuryl_alcohol,borderline,3.189,Co-H,Co61...H5,3.903,Co-C,64,13,CHO,Co0001_furfuryl_alcohol.png
Co0001_gamma_butyrolactone,Co0001,gamma_butyrolactone,borderline,3.175,Co-H,Co58...H4,3.771,Co-C,64,12,CHO,Co0001_gamma_butyrolactone.png
Co0001_gamma_valerolactone,Co0001,gamma_valerolactone,borderline,3.187,Co-H,Co54...H6,3.675,Co-C,64,15,CHO,Co0001_gamma_valerolactone.png
Co0001_gluconic_acid,Co0001,gluconic_acid,detached,6.015,Co-O,Co55...O3,6.015,Co-O,64,25,CHO,Co0001_gluconic_acid.png
Co0001_glutaric_acid,Co0001,glutaric_acid,borderline,3.05,Co-H,Co59...H4,4.151,Co-C,64,17,CHO,Co0001_glutaric_acid.png
Co0001_glycerol,Co0001,glycerol,borderline,3.519,Co-H,Co63...H4,4.515,Co-C,64,14,CHO,Co0001_glycerol.png
Co0001_glycolic_acid,Co0001,glycolic_acid,detached,5.029,Co-H,Co61...H2,5.959,Co-O,64,9,CHO,Co0001_glycolic_acid.png
Co0001_glyoxal,Co0001,glyoxal,detached,3.99,Co-H,Co55...H2,5.031,Co-C,64,6,CHO,Co0001_glyoxal.png
Co0001_guaiacol,Co0001,guaiacol,borderline,3.124,Co-H,Co60...H6,3.64,Co-C,64,17,CHO,Co0001_guaiacol.png
Co0001_heptane,Co0001,heptane,reasonable,2.385,Co-H,Co58...H4,3.475,Co-C,64,23,CH,Co0001_heptane.png
Co0001_heptene,Co0001,heptene,reasonable,2.357,Co-H,Co55...H4,3.472,Co-C,64,21,CH,Co0001_heptene.png
Co0001_hexanal,Co0001,hexanal,reasonable,2.439,Co-H,Co59...H5,3.55,Co-C,64,19,CHO,Co0001_hexanal.png
Co0001_hexane,Co0001,hexane,reasonable,2.369,Co-H,Co55...H9,3.479,Co-C,64,20,CH,Co0001_hexane.png
Co0001_hexene,Co0001,hexene,reasonable,2.363,Co-H,Co62...H3,3.399,Co-C,64,18,CH,Co0001_hexene.png
Co0001_hydroquinone,Co0001,hydroquinone,detached,5.161,Co-H,Co60...H3,5.508,Co-C,64,14,CHO,Co0001_hydroquinone.png
Co0001_hydroxyacetaldehyde,Co0001,hydroxyacetaldehyde,detached,3.827,Co-H,Co59...H4,4.707,Co-C,64,8,CHO,Co0001_hydroxyacetaldehyde.png
Co0001_isobutane,Co0001,isobutane,reasonable,2.392,Co-H,Co59...H4,3.509,Co-C,64,14,CH,Co0001_isobutane.png
Co0001_isobutene,Co0001,isobutene,borderline,3.234,Co-C,Co56...C3,3.234,Co-C,64,12,CH,Co0001_isobutene.png
Co0001_isoeugenol,Co0001,isoeugenol,borderline,3.188,Co-H,Co60...H6,4.096,Co-C,64,24,CHO,Co0001_isoeugenol.png
Co0001_isopentane,Co0001,isopentane,reasonable,2.367,Co-H,Co58...H6,3.484,Co-C,64,17,CH,Co0001_isopentane.png
Co0001_isoprene,Co0001,isoprene,borderline,3.135,Co-H,Co59...H1,3.186,Co-C,64,13,CH,Co0001_isoprene.png
Co0001_isopropanol,Co0001,isopropanol,borderline,3.08,Co-H,Co54...H2,3.767,Co-C,64,12,CHO,Co0001_isopropanol.png
Co0001_itaconic_acid,Co0001,itaconic_acid,detached,5.92,Co-H,Co55...H2,6.421,Co-C,64,15,CHO,Co0001_itaconic_acid.png
Co0001_lactic_acid,Co0001,lactic_acid,detached,3.635,Co-H,Co58...H1,4.003,Co-C,64,12,CHO,Co0001_lactic_acid.png
Co0001_levoglucosan,Co0001,levoglucosan,detached,3.811,Co-H,Co62...H8,4.697,Co-C,64,21,CHO,Co0001_levoglucosan.png
Co0001_levulinic_acid,Co0001,levulinic_acid,borderline,3.313,Co-H,Co49...H1,4.047,Co-C,64,16,CHO,Co0001_levulinic_acid.png
Co0001_malic_acid,Co0001,malic_acid,detached,5.958,Co-O,Co59...O2,5.958,Co-O,64,15,CHO,Co0001_malic_acid.png
Co0001_malonic_acid,Co0001,malonic_acid,detached,5.156,Co-H,Co58...H3,6.011,Co-O,64,11,CHO,Co0001_malonic_acid.png
Co0001_methane,Co0001,methane,borderline,3.166,Co-H,Co58...H4,3.584,Co-C,64,5,CH,Co0001_methane.png
Co0001_methanol,Co0001,methanol,detached,3.907,Co-H,Co54...H1,4.515,Co-C,64,6,CHO,Co0001_methanol.png
Co0001_methyl_formate,Co0001,methyl_formate,detached,3.951,Co-H,Co56...H1,4.273,Co-C,64,8,CHO,Co0001_methyl_formate.png
Co0001_methylcyclopentenolone,Co0001,methylcyclopentenolone,borderline,3.532,Co-H,Co55...H8,4.287,Co-C,64,16,CHO,Co0001_methylcyclopentenolone.png
Co0001_methylethylketone,Co0001,methylethylketone,reasonable,2.745,Co-H,Co60...H4,3.733,Co-C,64,13,CHO,Co0001_methylethylketone.png
Co0001_methylmethacrylate,Co0001,methylmethacrylate,borderline,3.369,Co-H,Co64...H4,3.92,Co-C,64,15,CHO,Co0001_methylmethacrylate.png
Co0001_muconic_acid,Co0001,muconic_acid,detached,5.869,Co-H,Co55...H3,5.995,Co-O,64,16,CHO,Co0001_muconic_acid.png
Co0001_naphthalene,Co0001,naphthalene,borderline,3.556,Co-H,Co57...H3,3.558,Co-C,64,18,CH,Co0001_naphthalene.png
Co0001_octane,Co0001,octane,reasonable,2.355,Co-H,Co62...H14,3.474,Co-C,64,26,CH,Co0001_octane.png
Co0001_octene,Co0001,octene,reasonable,2.419,Co-H,Co54...H11,3.534,Co-C,64,24,CH,Co0001_octene.png
Co0001_oxalic_acid,Co0001,oxalic_acid,detached,5.992,Co-H,Co54...H1,6.028,Co-O,64,8,CHO,Co0001_oxalic_acid.png
Co0001_pentane,Co0001,pentane,reasonable,2.357,Co-H,Co63...H8,3.46,Co-C,64,17,CH,Co0001_pentane.png
Co0001_pentanol,Co0001,pentanol,reasonable,2.471,Co-H,Co59...H7,3.582,Co-C,64,18,CHO,Co0001_pentanol.png
Co0001_phenol,Co0001,phenol,borderline,3.016,Co-H,Co59...H5,3.736,Co-C,64,13,CHO,Co0001_phenol.png
Co0001_propanal,Co0001,propanal,reasonable,2.351,Co-H,Co62...H2,3.437,Co-C,64,10,CHO,Co0001_propanal.png
Co0001_propane,Co0001,propane,reasonable,2.358,Co-H,Co54...H4,3.457,Co-C,64,11,CH,Co0001_propane.png
Co0001_propanol,Co0001,propanol,reasonable,2.582,Co-H,Co58...H5,3.676,Co-C,64,12,CHO,Co0001_propanol.png
Co0001_propene,Co0001,propene,borderline,3.21,Co-H,Co62...H3,3.265,Co-C,64,9,CH,Co0001_propene.png
Co0001_propionic_acid,Co0001,propionic_acid,reasonable,2.495,Co-H,Co62...H2,3.529,Co-C,64,11,CHO,Co0001_propionic_acid.png
Co0001_propyl_syringol,Co0001,propyl_syringol,reasonable,2.538,Co-H,Co58...H3,3.584,Co-C,64,30,CHO,Co0001_propyl_syringol.png
Co0001_pyrrole,Co0001,pyrrole,borderline,3.269,Co-C,Co58...C2,3.269,Co-C,64,10,CHN,Co0001_pyrrole.png
Co0001_pyruvic_acid,Co0001,pyruvic_acid,detached,3.869,Co-H,Co54...H3,4.792,Co-C,64,10,CHO,Co0001_pyruvic_acid.png
Co0001_sorbitol,Co0001,sorbitol,detached,4.99,Co-H,Co53...H3,6.034,Co-C,64,26,CHO,Co0001_sorbitol.png
Co0001_styrene,Co0001,styrene,reasonable,1.92,Co-H,Co55...H3,1.949,Co-C,64,16,CH,Co0001_styrene.png
Co0001_succinic_acid,Co0001,succinic_acid,detached,4.322,Co-H,Co55...H2,5.202,Co-C,64,14,CHO,Co0001_succinic_acid.png
Co0001_syringaldehyde,Co0001,syringaldehyde,detached,4.266,Co-H,Co58...H1,5.229,Co-C,64,23,CHO,Co0001_syringaldehyde.png
Co0001_syringol,Co0001,syringol,borderline,3.308,Co-H,Co54...H5,4.111,Co-C,64,21,CHO,Co0001_syringol.png
Co0001_tartaric_acid,Co0001,tartaric_acid,detached,4.745,Co-H,Co50...H2,5.608,Co-C,64,16,CHO,Co0001_tartaric_acid.png
Co0001_thiophene,Co0001,thiophene,reasonable,1.926,Co-C,Co58...C4,1.926,Co-C,64,9,CHS,Co0001_thiophene.png
Co0001_toluene,Co0001,toluene,borderline,3.396,Co-H,Co55...H6,3.565,Co-C,64,15,CH,Co0001_toluene.png
Co0001_valeraldehyde,Co0001,valeraldehyde,reasonable,2.466,Co-H,Co59...H7,3.577,Co-C,64,16,CHO,Co0001_valeraldehyde.png
Co0001_valeric_acid,Co0001,valeric_acid,reasonable,2.45,Co-H,Co58...H6,3.564,Co-C,64,17,CHO,Co0001_valeric_acid.png
Co0001_vanillin,Co0001,vanillin,detached,5.348,Co-H,Co55...H1,5.784,Co-C,64,19,CHO,Co0001_vanillin.png
Co0001_xylene,Co0001,xylene,borderline,3.235,Co-H,Co49...H7,3.696,Co-C,64,18,CH,Co0001_xylene.png
Co0001_xylitol,Co0001,xylitol,detached,4.145,Co-H,Co51...H10,5.099,Co-C,64,22,CHO,Co0001_xylitol.png
"Cr100_1,6-anhydroglucofuranose",Cr100,"1,6-anhydroglucofuranose",detached,4.551,Cr-H,Cr32...H3,5.309,Cr-C,36,17,CHO,"Cr100_1,6-anhydroglucofuranose.png"
Cr100_1-butanol,Cr100,1-butanol,reasonable,2.752,Cr-H,Cr29...H5,3.847,Cr-C,36,15,CHO,Cr100_1-butanol.png
Cr100_1-butene,Cr100,1-butene,reasonable,2.038,Cr-H,Cr33...H4,2.139,Cr-C,36,12,CH,Cr100_1-butene.png
Cr100_1-pentene,Cr100,1-pentene,reasonable,1.954,Cr-H,Cr31...H7,2.118,Cr-C,36,15,CH,Cr100_1-pentene.png
Cr100_2-butanol,Cr100,2-butanol,detached,3.912,Cr-H,Cr32...H6,4.449,Cr-C,36,15,CHO,Cr100_2-butanol.png
Cr100_2-butene,Cr100,2-butene,detached,4.21,Cr-H,Cr33...H4,4.624,Cr-C,36,12,CH,Cr100_2-butene.png
Cr100_2-ethylphenol,Cr100,2-ethylphenol,detached,4.237,Cr-H,Cr36...H6,4.645,Cr-C,36,19,CHO,Cr100_2-ethylphenol.png
Cr100_2-furanone,Cr100,2-furanone,detached,3.773,Cr-H,Cr36...H2,4.329,Cr-C,36,10,CHO,Cr100_2-furanone.png
Cr100_2-heptanone,Cr100,2-heptanone,reasonable,2.718,Cr-H,Cr36...H11,3.79,Cr-C,36,22,CHO,Cr100_2-heptanone.png
Cr100_2-hexanone,Cr100,2-hexanone,reasonable,2.495,Cr-H,Cr36...H12,3.583,Cr-C,36,19,CHO,Cr100_2-hexanone.png
Cr100_2-pentanone,Cr100,2-pentanone,reasonable,2.504,Cr-H,Cr32...H5,3.608,Cr-C,36,16,CHO,Cr100_2-pentanone.png
Cr100_3-MTHF,Cr100,3-MTHF,borderline,3.217,Cr-H,Cr33...H8,4.192,Cr-C,36,16,CHO,Cr100_3-MTHF.png
Cr100_3-hydroxypropionic_acid,Cr100,3-hydroxypropionic_acid,detached,4.26,Cr-H,Cr32...H5,5.049,Cr-C,36,12,CHO,Cr100_3-hydroxypropionic_acid.png
