name,surface,molecule,category,min_dist,pair,pair_labels,min_dist_heavy,pair_heavy,n_metal,n_mol,mol_elems,png
Pd100_glycerol,Pd100,glycerol,reasonable,2.291,Pd-O,Pd60...O2,2.291,Pd-O,64,14,CHO,Pd100_glycerol.png
Pd100_isopropanol,Pd100,isopropanol,reasonable,2.262,Pd-O,Pd51...O1,2.262,Pd-O,64,12,CHO,Pd100_isopropanol.png
Pd100_propane,Pd100,propane,reasonable,2.085,Pd-H,Pd59...H8,2.465,Pd-C,64,11,CH,Pd100_propane.png
Pd100_propanol,Pd100,propanol,reasonable,2.261,Pd-O,Pd59...O1,2.261,Pd-O,64,12,CHO,Pd100_propanol.png
Pd100_propene,Pd100,propene,reasonable,2.075,Pd-C,Pd58...C2,2.075,Pd-C,64,9,CH,Pd100_propene.png
Pd110_CO2,Pd110,CO2,reasonable,2.958,Pd-O,Pd50...O1,2.958,Pd-O,64,3,CO,Pd110_CO2.png
Pd110_ethane,Pd110,ethane,reasonable,2.183,Pd-H,Pd63...H3,2.778,Pd-C,64,8,CH,Pd110_ethane.png
Pd110_ethanol,Pd110,ethanol,reasonable,2.219,Pd-O,Pd55...O1,2.219,Pd-O,64,9,CHO,Pd110_ethanol.png
Pd110_ethene,Pd110,ethene,reasonable,2.069,Pd-C,Pd62...C1,2.069,Pd-C,64,6,CH,Pd110_ethene.png
Pd110_glycerol,Pd110,glycerol,reasonable,2.232,Pd-O,Pd63...O3,2.232,Pd-O,64,14,CHO,Pd110_glycerol.png
Pd110_isopropanol,Pd110,isopropanol,reasonable,2.187,Pd-H,Pd54...H6,2.219,Pd-O,64,12,CHO,Pd110_isopropanol.png
Pd110_propane,Pd110,propane,reasonable,1.984,Pd-H,Pd54...H4,2.664,Pd-C,64,11,CH,Pd110_propane.png
Pd110_propanol,Pd110,propanol,reasonable,2.245,Pd-O,Pd59...O1,2.245,Pd-O,64,12,CHO,Pd110_propanol.png
Pd110_propene,Pd110,propene,reasonable,2.086,Pd-C,Pd59...C2,2.086,Pd-C,64,9,CH,Pd110_propene.png
Pd111_CO2,Pd111,CO2,borderline,3.341,Pd-O,Pd59...O2,3.341,Pd-O,64,3,CO,Pd111_CO2.png
Pd111_ethane,Pd111,ethane,reasonable,2.362,Pd-H,Pd59...H4,3.004,Pd-C,64,8,CH,Pd111_ethane.png
Pd111_ethanol,Pd111,ethanol,reasonable,2.272,Pd-O,Pd62...O1,2.272,Pd-O,64,9,CHO,Pd111_ethanol.png
Pd111_ethene,Pd111,ethene,reasonable,2.142,Pd-C,Pd55...C1,2.142,Pd-C,64,6,CH,Pd111_ethene.png
Pd111_glycerol,Pd111,glycerol,reasonable,2.279,Pd-O,Pd62...O3,2.279,Pd-O,64,14,CHO,Pd111_glycerol.png
Pd111_isopropanol,Pd111,isopropanol,reasonable,2.276,Pd-O,Pd59...O1,2.276,Pd-O,64,12,CHO,Pd111_isopropanol.png
Pd111_propane,Pd111,propane,reasonable,2.297,Pd-H,Pd54...H7,2.761,Pd-C,64,11,CH,Pd111_propane.png
Pd111_propanol,Pd111,propanol,reasonable,2.268,Pd-O,Pd54...O1,2.268,Pd-O,64,12,CHO,Pd111_propanol.png
Pd111_propene,Pd111,propene,reasonable,2.167,Pd-C,Pd59...C3,2.167,Pd-C,64,9,CH,Pd111_propene.png
Pt100_CO2,Pt100,CO2,borderline,3.369,Pt-O,Pt58...O2,3.369,Pt-O,64,3,CO,Pt100_CO2.png
Pt100_ethane,Pt100,ethane,reasonable,2.542,Pt-H,Pt55...H3,3.203,Pt-C,64,8,CH,Pt100_ethane.png
Pt100_ethanol,Pt100,ethanol,reasonable,2.25,Pt-O,Pt54...O1,2.25,Pt-O,64,9,CHO,Pt100_ethanol.png
Pt100_ethene,Pt100,ethene,reasonable,2.134,Pt-C,Pt54...C1,2.134,Pt-C,64,6,CH,Pt100_ethene.png
Pt100_glycerol,Pt100,glycerol,reasonable,2.331,Pt-O,Pt54...O2,2.331,Pt-O,64,14,CHO,Pt100_glycerol.png
Pt100_isopropanol,Pt100,isopropanol,reasonable,2.262,Pt-O,Pt59...O1,2.262,Pt-O,64,12,CHO,Pt100_isopropanol.png
Pt100_propane,Pt100,propane,reasonable,2.685,Pt-H,Pt59...H2,3.275,Pt-C,64,11,CH,Pt100_propane.png
Pt100_propanol,Pt100,propanol,reasonable,2.263,Pt-O,Pt62...O1,2.263,Pt-O,64,12,CHO,Pt100_propanol.png
Pt100_propene,Pt100,propene,reasonable,2.071,Pt-C,Pt55...C2,2.071,Pt-C,64,9,CH,Pt100_propene.png
Pt110_CO2,Pt110,CO2,borderline,3.394,Pt-O,Pt54...O2,3.394,Pt-O,64,3,CO,Pt110_CO2.png
Pt110_ethane,Pt110,ethane,reasonable,2.454,Pt-H,Pt54...H2,2.93,Pt-C,64,8,CH,Pt110_ethane.png
Pt110_ethanol,Pt110,ethanol,reasonable,2.21,Pt-O,Pt62...O1,2.21,Pt-O,64,9,CHO,Pt110_ethanol.png
Pt110_ethene,Pt110,ethene,reasonable,2.063,Pt-C,Pt50...C1,2.063,Pt-C,64,6,CH,Pt110_ethene.png
Pt110_glycerol,Pt110,glycerol,reasonable,1.971,Pt-H,Pt63...H4,2.258,Pt-O,64,14,CHO,Pt110_glycerol.png
Pt110_isopropanol,Pt110,isopropanol,reasonable,2.2,Pt-O,Pt58...O1,2.2,Pt-O,64,12,CHO,Pt110_isopropanol.png
Pt110_propane,Pt110,propane,reasonable,2.053,Pt-H,Pt58...H1,2.455,Pt-C,64,11,CH,Pt110_propane.png
Pt110_propanol,Pt110,propanol,reasonable,2.254,Pt-O,Pt63...O1,2.254,Pt-O,64,12,CHO,Pt110_propanol.png
Pt110_propene,Pt110,propene,reasonable,2.119,Pt-C,Pt55...C3,2.119,Pt-C,64,9,CH,Pt110_propene.png
Pt111_CO2,Pt111,CO2,borderline,3.481,Pt-O,Pt54...O2,3.481,Pt-O,64,3,CO,Pt111_CO2.png
Pt111_ethane,Pt111,ethane,reasonable,2.608,Pt-H,Pt59...H6,3.282,Pt-C,64,8,CH,Pt111_ethane.png
Pt111_ethanol,Pt111,ethanol,reasonable,2.273,Pt-O,Pt54...O1,2.273,Pt-O,64,9,CHO,Pt111_ethanol.png
Pt111_ethene,Pt111,ethene,reasonable,2.163,Pt-C,Pt59...C2,2.163,Pt-C,64,6,CH,Pt111_ethene.png
Pt111_glycerol,Pt111,glycerol,reasonable,2.348,Pt-O,Pt58...O2,2.348,Pt-O,64,14,CHO,Pt111_glycerol.png
Pt111_isopropanol,Pt111,isopropanol,reasonable,1.797,Pt-H,Pt58...H4,2.996,Pt-C,64,12,CHO,Pt111_isopropanol.png
Pt111_propane,Pt111,propane,reasonable,2.803,Pt-H,Pt58...H8,3.364,Pt-C,64,11,CH,Pt111_propane.png
Pt111_propanol,Pt111,propanol,reasonable,2.306,Pt-O,Pt54...O1,2.306,Pt-O,64,12,CHO,Pt111_propanol.png
Pt111_propene,Pt111,propene,reasonable,2.067,Pt-C,Pt59...C3,2.067,Pt-C,64,9,CH,Pt111_propene.png
