functional,calculator,surface,molecule,E_ads_DFT,E_ads_ML,diff_eV
pbe,sevennet_omni,Cu110,isopropanol,-0.364800,-0.724026,-0.359226
pbe,sevennet_omni,Cu110,propane,0.216115,-0.420559,-0.636674
pbe,sevennet_omni,Cu110,propanol,-0.117314,-0.686764,-0.569450
pbe,sevennet_omni,Cu110,propene,-0.371469,-0.635105,-0.263636
pbe,sevennet_omni,Cu111,1-butene,-0.058506,-0.285873,-0.227367
pbe,sevennet_omni,Cu111,1-pentene,-0.108352,-0.329315,-0.220963
pbe,sevennet_omni,Cu111,2-pentanone,-0.144291,-0.519897,-0.375606
pbe,sevennet_omni,Cu111,3-MTHF,0.026351,-0.175468,-0.201819
pbe,sevennet_omni,Cu111,5-heptanone,0.277089,-0.492340,-0.769429
pbe,sevennet_omni,Cu111,CO,-0.920254,-1.240349,-0.320094
pbe,sevennet_omni,Cu111,CO2,-0.010411,-0.363129,-0.352718
pbe,sevennet_omni,Cu111,DME,-4.710881,-0.216393,4.494488
pbe,sevennet_omni,Cu111,H2O,-0.061705,-0.475266,-0.413561
pbe,sevennet_omni,Cu111,acetaldehyde,-0.146179,-0.449894,-0.303715
pbe,sevennet_omni,Cu111,benzene,-0.046797,-0.205856,-0.159060
pbe,sevennet_omni,Cu111,butadiene,-0.055516,-0.331287,-0.275771
pbe,sevennet_omni,Cu111,butyric_acid,-0.221967,-0.529121,-0.307155
pbe,sevennet_omni,Cu111,caproic_acid,-0.228412,-0.627205,-0.398793
pbe,sevennet_omni,Cu111,cyclopentanone,-0.077372,-0.333862,-0.256491
pbe,sevennet_omni,Cu111,ethane,-0.013995,-0.287235,-0.273240
pbe,sevennet_omni,Cu111,ethanol,-0.108600,-0.380516,-0.271916
pbe,sevennet_omni,Cu111,ethene,-0.034001,-0.185497,-0.151497
pbe,sevennet_omni,Cu111,ethylene,-0.033628,-0.185345,-0.151716
pbe,sevennet_omni,Cu111,formic_acid,-0.118972,-0.384293,-0.265321
pbe,sevennet_omni,Cu111,furfural,-0.103822,-0.649467,-0.545645
pbe,sevennet_omni,Cu111,glycerol,-0.163464,-0.626617,-0.463153
pbe,sevennet_omni,Cu111,isobutene,-0.060818,-0.207481,-0.146663
pbe,sevennet_omni,Cu111,isoprene,0.297434,-0.253143,-0.550577
pbe,sevennet_omni,Cu111,isopropanol,-0.133719,-0.429443,-0.295724
pbe,sevennet_omni,Cu111,lactic_acid,-0.232933,-0.417015,-0.184082
pbe,sevennet_omni,Cu111,methanol,-0.157705,-0.358334,-0.200628
pbe,sevennet_omni,Cu111,propane,-0.018806,-0.307564,-0.288758
pbe,sevennet_omni,Cu111,propanol,-0.169249,-0.438148,-0.268899
pbe,sevennet_omni,Cu111,propene,-0.044397,-0.206791,-0.162394
pbe,sevennet_omni,Cu111,pyruvic_acid,-2.456554,-0.561226,1.895328
pbe,sevennet_omni,Cu111,toluene,-0.063674,-0.240524,-0.176850
pbe,sevennet_omni,Fe111,1-butene,6.109451,-1.081741,-7.191192
pbe,sevennet_omni,Fe111,5-heptanone,6.968760,-0.547455,-7.516215
pbe,sevennet_omni,Fe111,acetic_acid,6.677021,-0.177094,-6.854114
pbe,sevennet_omni,Fe111,methanol,-2.208122,-0.131985,2.076137
pbe,sevennet_omni,Fe111,pyruvic_acid,-1.537239,-0.268532,1.268708
pbe,sevennet_omni,Ni100,CO2,0.001643,-0.049866,-0.051509
pbe,sevennet_omni,Ni100,ethane,0.020743,-0.473244,-0.493986
pbe,sevennet_omni,Ni100,ethanol,0.061726,-0.215370,-0.277096
pbe,sevennet_omni,Ni100,ethene,-0.652121,-1.441219,-0.789099
pbe,sevennet_omni,Ni100,glycerol,-0.120260,-0.550713,-0.430453
pbe,sevennet_omni,Ni100,isopropanol,0.051942,-0.334591,-0.386532
pbe,sevennet_omni,Ni100,propane,0.032669,-0.529896,-0.562565
pbe,sevennet_omni,Ni100,propanol,0.091369,-0.335060,-0.426429
pbe,sevennet_omni,Ni100,propene,-0.514046,-1.236794,-0.722748
pbe,sevennet_omni,Ni110,CO2,0.072919,-0.008987,-0.081907
pbe,sevennet_omni,Ni110,ethane,-0.017298,-0.511578,-0.494279
pbe,sevennet_omni,Ni110,ethanol,0.112664,-0.205074,-0.317739
pbe,sevennet_omni,Ni110,ethene,-0.848180,-1.561535,-0.713355
pbe,sevennet_omni,Ni110,glycerol,-0.126095,-0.398705,-0.272609
pbe,sevennet_omni,Ni110,isopropanol,0.073171,-0.314785,-0.387956
pbe,sevennet_omni,Ni110,propane,0.019779,-0.711155,-0.730934
pbe,sevennet_omni,Ni110,propanol,0.031481,-0.344582,-0.376063
pbe,sevennet_omni,Ni110,propene,-0.794442,-1.461250,-0.666809
pbe,sevennet_omni,Ni111,CO2,0.016191,-0.047195,-0.063387
pbe,sevennet_omni,Ni111,ethane,0.045034,-0.441170,-0.486204
pbe,sevennet_omni,Ni111,ethanol,0.056111,-0.204494,-0.260605
pbe,sevennet_omni,Ni111,ethene,-0.738673,-1.246208,-0.507535
pbe,sevennet_omni,Ni111,glycerol,-0.155616,-0.476982,-0.321366
pbe,sevennet_omni,Ni111,isopropanol,0.069989,-0.288464,-0.358452
pbe,sevennet_omni,Ni111,propane,0.009803,-0.508961,-0.518764
pbe,sevennet_omni,Ni111,propanol,0.061268,-0.329842,-0.391109
pbe,sevennet_omni,Ni111,propene,-0.353709,-1.171528,-0.817819
pbe,sevennet_omni,Pd100,CO2,-0.012082,-0.471163,-0.459081
pbe,sevennet_omni,Pd100,ethane,0.286291,-0.513893,-0.800184
pbe,sevennet_omni,Pd100,ethanol,0.082037,-0.706497,-0.788534
pbe,sevennet_omni,Pd100,ethene,-0.730604,-1.439617,-0.709013
pbe,sevennet_omni,Pd100,glycerol,0.059747,-0.945259,-1.005006
pbe,sevennet_omni,Pd100,isopropanol,0.163967,-0.819695,-0.983662
pbe,sevennet_omni,Pd100,propane,0.301720,-0.618076,-0.919796
pbe,sevennet_omni,Pd100,propanol,0.201573,-0.796852,-0.998426
pbe,sevennet_omni,Pd100,propene,-0.724909,-1.461826,-0.736918
pbe,sevennet_omni,Pd110,CO2,-0.006238,-0.481079,-0.474841
pbe,sevennet_omni,Pd110,ethane,0.203366,-0.566826,-0.770192
pbe,sevennet_omni,Pd110,ethanol,0.300594,-0.819378,-1.119972
pbe,sevennet_omni,Pd110,ethene,-1.181582,-1.601023,-0.419440
pbe,sevennet_omni,Pd110,glycerol,-0.181028,-1.266991,-1.085963
pbe,sevennet_omni,Pd110,isopropanol,0.209125,-0.928234,-1.137360
pbe,sevennet_omni,Pd110,propane,0.216216,-0.604557,-0.820773
pbe,sevennet_omni,Pd110,propanol,0.172579,-0.894321,-1.066901
pbe,sevennet_omni,Pd110,propene,-1.035294,-1.537083,-0.501789
pbe,sevennet_omni,Pd111,CO2,0.002886,-0.447756,-0.450642
pbe,sevennet_omni,Pd111,ethane,0.417112,-0.455055,-0.872167
pbe,sevennet_omni,Pd111,ethanol,0.199947,-0.673756,-0.873703
pbe,sevennet_omni,Pd111,ethene,-0.706096,-1.265545,-0.559449
pbe,sevennet_omni,Pd111,glycerol,0.268436,-1.008171,-1.276607
pbe,sevennet_omni,Pd111,isopropanol,0.218400,-0.766689,-0.985089
pbe,sevennet_omni,Pd111,propane,0.314324,-0.472294,-0.786617
pbe,sevennet_omni,Pd111,propanol,0.199131,-0.712898,-0.912029
pbe,sevennet_omni,Pd111,propene,-0.454165,-1.175846,-0.721681
pbe,sevennet_omni,Pt100,CO2,0.007467,-0.509066,-0.516533
pbe,sevennet_omni,Pt100,ethane,0.467108,-0.483349,-0.950457
pbe,sevennet_omni,Pt100,ethanol,0.396098,-0.709301,-1.105399
pbe,sevennet_omni,Pt100,ethene,-1.123251,-1.614788,-0.491537
pbe,sevennet_omni,Pt100,glycerol,0.375458,-1.045982,-1.421440
pbe,sevennet_omni,Pt100,isopropanol,0.397720,-0.789364,-1.187083
pbe,sevennet_omni,Pt100,propane,0.603941,-0.544270,-1.148211
pbe,sevennet_omni,Pt100,propanol,0.431394,-0.805489,-1.236883
pbe,sevennet_omni,Pt100,propene,-0.882234,-1.820869,-0.938635
pbe,sevennet_omni,Pt110,CO2,-0.013791,-0.497896,-0.484105
pbe,sevennet_omni,Pt110,ethane,0.429967,-0.558723,-0.988690
pbe,sevennet_omni,Pt110,ethanol,0.630937,-0.900631,-1.531568
pbe,sevennet_omni,Pt110,ethene,-1.087876,-2.087566,-0.999691
pbe,sevennet_omni,Pt110,glycerol,0.131789,-0.965134,-1.096923
pbe,sevennet_omni,Pt110,isopropanol,0.536370,-0.976223,-1.512593
pbe,sevennet_omni,Pt110,propane,0.623245,-0.648808,-1.272053
pbe,sevennet_omni,Pt110,propanol,0.716635,-0.936745,-1.653379
pbe,sevennet_omni,Pt110,propene,-0.469789,-1.705235,-1.235445
pbe,sevennet_omni,Pt111,CO2,0.031065,-0.486696,-0.517762
pbe,sevennet_omni,Pt111,ethane,0.567431,-0.433994,-1.001425
pbe,sevennet_omni,Pt111,ethanol,0.372939,-0.598709,-0.971648
pbe,sevennet_omni,Pt111,ethene,-0.892164,-1.323864,-0.431700
pbe,sevennet_omni,Pt111,glycerol,0.197953,-0.816826,-1.014779
pbe,sevennet_omni,Pt111,isopropanol,0.400961,-0.709160,-1.110121
pbe,sevennet_omni,Pt111,propane,0.579893,-0.462776,-1.042669
pbe,sevennet_omni,Pt111,propanol,0.331210,-0.727577,-1.058787
pbe,sevennet_omni,Pt111,propene,-0.944099,-1.681343,-0.737244
pbe_d3,sevennet_omni,Ag100,ethane,-0.021602,-0.294643,-0.273042
pbe_d3,sevennet_omni,Ag100,ethanol,-0.236753,-0.436077,-0.199324
pbe_d3,sevennet_omni,Ag100,ethene,-0.103482,-0.206692,-0.103209
pbe_d3,sevennet_omni,Ag100,glycerol,-0.430144,-0.682686,-0.252541
pbe_d3,sevennet_omni,Ag110,citric_acid,-1.905824,-0.976643,0.929181
pbe_d3,sevennet_omni,Ag110,ethanol,-0.474308,-0.545704,-0.071396
pbe_d3,sevennet_omni,Ag110,ethene,-0.411256,-0.407467,0.003789
pbe_d3,sevennet_omni,Ag110,isopropanol,-0.587492,-0.585964,0.001527
pbe_d3,sevennet_omni,Ag110,propanol,-0.543600,-0.544685,-0.001085
pbe_d3,sevennet_omni,Ag111,5-HMF,-7.124991,-0.591759,6.533232
pbe_d3,sevennet_omni,Ag111,ethane,-0.133735,-0.274319,-0.140584
pbe_d3,sevennet_omni,Ag111,ethanol,-0.271032,-0.375816,-0.104784
pbe_d3,sevennet_omni,Ag111,ethene,-0.183861,-0.167400,0.016460
pbe_d3,sevennet_omni,Ag111,propanol,-0.408185,-0.389130,0.019055
pbe_d3,sevennet_omni,Au100,1-butanol,-0.252439,-0.345390,-0.092952
pbe_d3,sevennet_omni,Au100,1-butene,0.129176,-0.301605,-0.430781
pbe_d3,sevennet_omni,Au100,1-pentene,0.097522,-0.336594,-0.434116
pbe_d3,sevennet_omni,Au100,2-butanol,-0.142567,-0.365974,-0.223408
pbe_d3,sevennet_omni,Au100,2-butene,0.245176,-0.129013,-0.374189
pbe_d3,sevennet_omni,Au100,2-ethylphenol,-0.149762,-0.282845,-0.133082
pbe_d3,sevennet_omni,Au100,2-heptanone,-0.193425,-0.414696,-0.221271
pbe_d3,sevennet_omni,Au100,2-hexanone,-0.078574,-0.353279,-0.274705
pbe_d3,sevennet_omni,Au100,2-pentanone,-0.015822,-0.312531,-0.296709
pbe_d3,sevennet_omni,Au100,3-MTHF,0.038359,-0.134224,-0.172583
pbe_d3,sevennet_omni,Au100,4-methylguaiacol,0.017267,-0.175934,-0.193201
pbe_d3,sevennet_omni,Au100,5-heptanone,-0.094430,-0.350327,-0.255897
pbe_d3,sevennet_omni,Au100,5-methylfurfural,0.269532,-0.333313,-0.602845
pbe_d3,sevennet_omni,Au100,CH4,0.046376,-0.391161,-0.437537
pbe_d3,sevennet_omni,Au100,CO,-0.644625,-0.887810,-0.243185
pbe_d3,sevennet_omni,Au100,D-fructofuranose,-0.031960,-0.440338,-0.408378
pbe_d3,sevennet_omni,Au100,D-xylopyranose,-0.308601,-0.544807,-0.236206
pbe_d3,sevennet_omni,Au100,DMSO,-0.099413,-0.375305,-0.275892
pbe_d3,sevennet_omni,Au100,H2,0.172387,-0.264759,-0.437146
pbe_d3,sevennet_omni,Au100,H2O,-0.008145,-0.527771,-0.519626
pbe_d3,sevennet_omni,Au100,H2S,-0.212091,-0.456441,-0.244350
pbe_d3,sevennet_omni,Au100,N2,0.135551,-0.086519,-0.222070
pbe_d3,sevennet_omni,Au100,NH3,-0.477940,-0.677292,-0.199352
pbe_d3,sevennet_omni,Au100,NO,-0.764328,-0.808355,-0.044028
pbe_d3,sevennet_omni,Au100,SO2,-0.363562,-0.374453,-0.010891
pbe_d3,sevennet_omni,Au100,THF,0.005859,-0.109253,-0.115112
pbe_d3,sevennet_omni,Au100,acetal,0.114630,-0.254868,-0.369498
pbe_d3,sevennet_omni,Au100,acetaldehyde,0.236605,-0.319691,-0.556296
pbe_d3,sevennet_omni,Au100,acetic_acid,-6.902857,-0.426620,6.476237
pbe_d3,sevennet_omni,Au100,acetone,0.206063,-0.387508,-0.593571
pbe_d3,sevennet_omni,Au100,acetophenone,-4.462687,-0.226631,4.236056
pbe_d3,sevennet_omni,Au100,alpha-D-glucopyranose,-1.372241,-0.455109,0.917132
pbe_d3,sevennet_omni,Au100,angelica_lactone,-0.065724,-0.135010,-0.069286
pbe_d3,sevennet_omni,Au100,aniline,-0.056152,-0.228073,-0.171921
pbe_d3,sevennet_omni,Au100,benzene,0.079949,-0.159607,-0.239556
pbe_d3,sevennet_omni,Au100,butadiene,-0.060729,-0.691597,-0.630868
pbe_d3,sevennet_omni,Au100,butanal,0.003266,-0.333740,-0.337006
pbe_d3,sevennet_omni,Au100,butane,-0.041291,-0.263756,-0.222465
pbe_d3,sevennet_omni,Au100,butyric_acid,0.150975,-0.373459,-0.524434
pbe_d3,sevennet_omni,Au100,caproic_acid,-0.237464,-0.426018,-0.188554
pbe_d3,sevennet_omni,Au100,cyclobutanone,0.260012,-0.122505,-0.382517
pbe_d3,sevennet_omni,Au100,cyclohexanone,-3.268111,-0.264023,3.004088
pbe_d3,sevennet_omni,Au100,cyclopentanone,0.241230,-0.199265,-0.440494
pbe_d3,sevennet_omni,Au100,diethyl_ether,-0.030539,-0.294800,-0.264261
pbe_d3,sevennet_omni,Au100,dimethyl_succinate,0.314645,-0.231529,-0.546174
pbe_d3,sevennet_omni,Au100,ethane,0.374907,-0.245846,-0.620753
pbe_d3,sevennet_omni,Au100,ethanol,0.129157,-0.313667,-0.442825
pbe_d3,sevennet_omni,Au100,ethene,0.193435,-0.215923,-0.409358
pbe_d3,sevennet_omni,Au100,ethyl_acetate,-0.077890,-0.211197,-0.133307
pbe_d3,sevennet_omni,Au100,ethylene,0.175191,-0.218304,-0.393494
pbe_d3,sevennet_omni,Au100,ethylene_glycol,-0.040876,-0.395004,-0.354128
pbe_d3,sevennet_omni,Au100,eugenol,-0.006392,-0.236343,-0.229952
pbe_d3,sevennet_omni,Au100,formaldehyde,0.250969,-0.247055,-0.498024
pbe_d3,sevennet_omni,Au100,formate,-2.414761,-1.712540,0.702221
pbe_d3,sevennet_omni,Au100,formic_acid,-0.152327,-0.411650,-0.259323
pbe_d3,sevennet_omni,Au100,furan,-0.393240,-0.402798,-0.009558
pbe_d3,sevennet_omni,Au100,furfural,-0.427817,-0.547920,-0.120104
pbe_d3,sevennet_omni,Au100,furfuryl_alcohol,0.153448,-0.419678,-0.573126
pbe_d3,sevennet_omni,Au100,gamma_butyrolactone,0.290420,-0.177689,-0.468108
pbe_d3,sevennet_omni,Au100,glutaric_acid,-0.091951,-0.416435,-0.324484
pbe_d3,sevennet_omni,Au100,glycerol,0.038301,-0.604034,-0.642336
pbe_d3,sevennet_omni,Au100,glycolic_acid,0.300861,-0.334686,-0.635548
pbe_d3,sevennet_omni,Au100,guaiacol,-2.157663,-0.417511,1.740152
pbe_d3,sevennet_omni,Au100,heptane,-0.492512,-0.344467,0.148045
pbe_d3,sevennet_omni,Au100,hexanal,-0.133658,-0.340233,-0.206575
pbe_d3,sevennet_omni,Au100,hexane,-0.395970,-0.367523,0.028447
pbe_d3,sevennet_omni,Au100,isobutane,0.059719,-0.276405,-0.336124
pbe_d3,sevennet_omni,Au100,isobutene,0.147041,-0.221626,-0.368668
pbe_d3,sevennet_omni,Au100,isoeugenol,-0.043524,-0.176300,-0.132776
pbe_d3,sevennet_omni,Au100,isopentane,-0.056703,-0.303185,-0.246482
pbe_d3,sevennet_omni,Au100,isoprene,-0.273003,-0.645691,-0.372688
pbe_d3,sevennet_omni,Au100,isopropanol,0.034102,-0.352398,-0.386500
pbe_d3,sevennet_omni,Au100,levulinic_acid,0.033046,-0.383835,-0.416881
pbe_d3,sevennet_omni,Au100,methane,0.052255,-0.389147,-0.441402
pbe_d3,sevennet_omni,Au100,methanol,0.138656,-0.287350,-0.426006
pbe_d3,sevennet_omni,Au100,methylcyclopentenolone,-1.708728,-0.273941,1.434787
pbe_d3,sevennet_omni,Au100,methylethylketone,0.124050,-0.382477,-0.506526
pbe_d3,sevennet_omni,Au100,muconic_acid,-0.322261,-0.501961,-0.179700
pbe_d3,sevennet_omni,Au100,octane,-0.453151,-0.459854,-0.006703
pbe_d3,sevennet_omni,Au100,oxalic_acid,-0.358266,-0.554039,-0.195773
pbe_d3,sevennet_omni,Au100,pentane,-0.123933,-0.262817,-0.138885
pbe_d3,sevennet_omni,Au100,pentanol,-0.129001,-0.453247,-0.324246
pbe_d3,sevennet_omni,Au100,phenol,0.005872,-0.289101,-0.294973
pbe_d3,sevennet_omni,Au100,propanal,0.184444,-0.257729,-0.442173
pbe_d3,sevennet_omni,Au100,propane,0.118500,-0.249371,-0.367870
pbe_d3,sevennet_omni,Au100,propanol,-0.104226,-0.358665,-0.254439
pbe_d3,sevennet_omni,Au100,propene,0.178290,-0.223061,-0.401350
pbe_d3,sevennet_omni,Au100,propyl_syringol,-0.131327,-0.314285,-0.182958
pbe_d3,sevennet_omni,Au100,pyrrole,0.048320,-0.471169,-0.519488
pbe_d3,sevennet_omni,Au100,pyruvic_acid,-2.180866,-0.443317,1.737549
pbe_d3,sevennet_omni,Au100,styrene,0.002247,-0.272530,-0.274776
pbe_d3,sevennet_omni,Au100,syringaldehyde,-0.111481,-0.255203,-0.143723
pbe_d3,sevennet_omni,Au100,syringol,0.222606,-0.205513,-0.428119
pbe_d3,sevennet_omni,Au100,tartaric_acid,-0.415091,-0.562325,-0.147233
pbe_d3,sevennet_omni,Au100,thiophene,-0.527005,-0.285488,0.241516
pbe_d3,sevennet_omni,Au100,toluene,0.049176,-0.160301,-0.209477
pbe_d3,sevennet_omni,Au100,valeraldehyde,-0.092659,-0.383987,-0.291329
pbe_d3,sevennet_omni,Au100,vanillin,-0.018927,-0.460197,-0.441271
pbe_d3,sevennet_omni,Au100,xylene,0.066382,-0.145859,-0.212241
pbe_d3,sevennet_omni,Au100,xylitol,-0.443581,-0.540108,-0.096527
pbe_d3,sevennet_omni,Au110,1-butanol,-0.604236,-0.439026,0.165211
pbe_d3,sevennet_omni,Au110,1-butene,-0.159557,-0.598160,-0.438602
pbe_d3,sevennet_omni,Au110,1-pentene,-0.228583,-0.642220,-0.413637
pbe_d3,sevennet_omni,Au110,2-butanol,-0.274317,-0.447670,-0.173353
pbe_d3,sevennet_omni,Au110,2-butene,-0.095681,-0.161880,-0.066200
pbe_d3,sevennet_omni,Au110,2-ethylphenol,-0.766976,-0.297661,0.469315
pbe_d3,sevennet_omni,Au110,2-heptanone,-0.515581,-0.514778,0.000803
pbe_d3,sevennet_omni,Au110,2-hexanone,-0.293210,-0.457436,-0.164226
pbe_d3,sevennet_omni,Au110,2-pentanone,-0.359902,-0.394638,-0.034736
pbe_d3,sevennet_omni,Au110,3-MTHF,-0.178257,-0.169830,0.008426
pbe_d3,sevennet_omni,Au110,4-methylguaiacol,-0.199768,-0.201385,-0.001618
pbe_d3,sevennet_omni,Au110,5-heptanone,-0.537186,-0.427490,0.109696
pbe_d3,sevennet_omni,Au110,5-methylfurfural,-0.154823,-0.407379,-0.252556
pbe_d3,sevennet_omni,Au110,CH4,0.147584,-0.438494,-0.586078
pbe_d3,sevennet_omni,Au110,CO,-0.968215,-1.063820,-0.095605
pbe_d3,sevennet_omni,Au110,D-fructofuranose,-0.160995,-0.464180,-0.303185
pbe_d3,sevennet_omni,Au110,D-xylopyranose,-0.500638,-0.569023,-0.068385
pbe_d3,sevennet_omni,Au110,DMSO,-0.771334,-0.588058,0.183275
pbe_d3,sevennet_omni,Au110,H2,0.223969,-0.279483,-0.503452
pbe_d3,sevennet_omni,Au110,H2O,-0.335032,-0.566757,-0.231726
pbe_d3,sevennet_omni,Au110,H2S,-0.517810,-0.588918,-0.071108
pbe_d3,sevennet_omni,Au110,N2,-0.073214,-0.085878,-0.012664
pbe_d3,sevennet_omni,Au110,NH3,-0.809050,-0.828293,-0.019243
pbe_d3,sevennet_omni,Au110,NO,-1.128500,-0.994772,0.133728
pbe_d3,sevennet_omni,Au110,SO2,-0.750800,-0.562426,0.188375
pbe_d3,sevennet_omni,Au110,THF,-0.233577,-0.133087,0.100489
pbe_d3,sevennet_omni,Au110,acetal,-0.510186,-0.306709,0.203477
pbe_d3,sevennet_omni,Au110,acetaldehyde,-0.070823,-0.402714,-0.331891
pbe_d3,sevennet_omni,Au110,acetic_acid,-7.188677,-0.518524,6.670153
pbe_d3,sevennet_omni,Au110,acetone,-0.116552,-0.505020,-0.388468
pbe_d3,sevennet_omni,Au110,acetophenone,-4.702841,-0.359962,4.342879
pbe_d3,sevennet_omni,Au110,alpha-D-glucopyranose,-1.872288,-0.508652,1.363636
pbe_d3,sevennet_omni,Au110,angelica_lactone,-0.310942,-0.153641,0.157301
pbe_d3,sevennet_omni,Au110,aniline,-0.480748,-0.325943,0.154805
pbe_d3,sevennet_omni,Au110,benzene,-0.166824,-0.272827,-0.106003
pbe_d3,sevennet_omni,Au110,butadiene,-1.081784,-1.162586,-0.080802
pbe_d3,sevennet_omni,Au110,butanal,-0.336600,-0.385307,-0.048707
pbe_d3,sevennet_omni,Au110,butane,-0.385824,-0.308464,0.077360
pbe_d3,sevennet_omni,Au110,butyric_acid,-0.193262,-0.444771,-0.251509
pbe_d3,sevennet_omni,Au110,caproic_acid,-0.522831,-0.501045,0.021786
pbe_d3,sevennet_omni,Au110,cyclobutanone,-0.103725,-0.156765,-0.053040
pbe_d3,sevennet_omni,Au110,cyclohexanone,-3.508346,-0.336288,3.172058
pbe_d3,sevennet_omni,Au110,cyclopentanone,-0.253562,-0.279167,-0.025605
pbe_d3,sevennet_omni,Au110,diethyl_ether,-0.302674,-0.342804,-0.040130
pbe_d3,sevennet_omni,Au110,dimethyl_succinate,-0.143053,-0.302292,-0.159239
pbe_d3,sevennet_omni,Au110,ethane,-0.006296,-0.282894,-0.276598
pbe_d3,sevennet_omni,Au110,ethanol,-0.182142,-0.415386,-0.233244
pbe_d3,sevennet_omni,Au110,ethene,-0.337982,-0.721645,-0.383664
pbe_d3,sevennet_omni,Au110,ethyl_acetate,-0.312137,-0.284210,0.027927
pbe_d3,sevennet_omni,Au110,ethylene,-0.329793,-0.712597,-0.382804
pbe_d3,sevennet_omni,Au110,ethylene_glycol,-0.523789,-0.461689,0.062100
pbe_d3,sevennet_omni,Au110,eugenol,-0.620677,-0.485550,0.135127
pbe_d3,sevennet_omni,Au110,formaldehyde,-0.106770,-0.322174,-0.215404
pbe_d3,sevennet_omni,Au110,formate,-2.761993,-1.934708,0.827285
pbe_d3,sevennet_omni,Au110,formic_acid,0.004238,-0.463303,-0.467540
pbe_d3,sevennet_omni,Au110,furan,-0.723004,-0.563778,0.159226
pbe_d3,sevennet_omni,Au110,furfural,-0.703234,-0.824776,-0.121542
pbe_d3,sevennet_omni,Au110,furfuryl_alcohol,-0.117878,-0.517548,-0.399669
pbe_d3,sevennet_omni,Au110,gamma_butyrolactone,-0.049239,-0.255508,-0.206269
pbe_d3,sevennet_omni,Au110,glutaric_acid,-0.674514,-0.497246,0.177268
pbe_d3,sevennet_omni,Au110,glycerol,-0.305660,-0.611664,-0.306004
pbe_d3,sevennet_omni,Au110,glycolic_acid,-0.180967,-0.384251,-0.203284
pbe_d3,sevennet_omni,Au110,guaiacol,-2.441309,-0.436089,2.005221
pbe_d3,sevennet_omni,Au110,heptane,-0.628367,-0.384537,0.243830
pbe_d3,sevennet_omni,Au110,hexanal,-0.490454,-0.475670,0.014785
pbe_d3,sevennet_omni,Au110,hexane,-0.758984,-0.423309,0.335675
pbe_d3,sevennet_omni,Au110,isobutane,-0.203824,-0.323082,-0.119258
pbe_d3,sevennet_omni,Au110,isobutene,-0.705446,-0.486359,0.219088
pbe_d3,sevennet_omni,Au110,isoeugenol,-0.377767,-0.193817,0.183949
pbe_d3,sevennet_omni,Au110,isopentane,-0.426430,-0.367584,0.058846
pbe_d3,sevennet_omni,Au110,isoprene,-0.819401,-1.012054,-0.192653
pbe_d3,sevennet_omni,Au110,isopropanol,-0.369597,-0.462608,-0.093011
pbe_d3,sevennet_omni,Au110,levulinic_acid,-0.364193,-0.506721,-0.142529
pbe_d3,sevennet_omni,Au110,methane,0.147586,-0.438448,-0.586034
pbe_d3,sevennet_omni,Au110,methanol,-0.172510,-0.380489,-0.207980
pbe_d3,sevennet_omni,Au110,methylcyclopentenolone,-1.900290,-0.279282,1.621008
pbe_d3,sevennet_omni,Au110,methylethylketone,-0.158563,-0.507629,-0.349067
pbe_d3,sevennet_omni,Au110,muconic_acid,-0.790426,-0.741524,0.048902
pbe_d3,sevennet_omni,Au110,octane,-0.735086,-0.540390,0.194696
pbe_d3,sevennet_omni,Au110,oxalic_acid,-0.252831,-0.579308,-0.326477
pbe_d3,sevennet_omni,Au110,pentane,-0.321977,-0.319641,0.002336
pbe_d3,sevennet_omni,Au110,pentanol,-0.714558,-0.503326,0.211232
pbe_d3,sevennet_omni,Au110,phenol,-0.226821,-0.298683,-0.071863
pbe_d3,sevennet_omni,Au110,propanal,-0.251813,-0.330853,-0.079040
pbe_d3,sevennet_omni,Au110,propane,-0.158481,-0.295097,-0.136617
pbe_d3,sevennet_omni,Au110,propanol,-0.372184,-0.436962,-0.064778
pbe_d3,sevennet_omni,Au110,propene,-0.371362,-0.540016,-0.168654
pbe_d3,sevennet_omni,Au110,propyl_syringol,-0.687310,-0.319626,0.367684
pbe_d3,sevennet_omni,Au110,pyrrole,-0.182646,-0.638145,-0.455499
pbe_d3,sevennet_omni,Au110,pyruvic_acid,-2.814177,-0.542030,2.272147
pbe_d3,sevennet_omni,Au110,syringaldehyde,0.021470,-0.303543,-0.325013
pbe_d3,sevennet_omni,Au110,syringol,-0.124112,-0.242584,-0.118472
pbe_d3,sevennet_omni,Au110,tartaric_acid,-0.529525,-0.610374,-0.080850
pbe_d3,sevennet_omni,Au110,thiophene,-1.026200,-0.496700,0.529500
pbe_d3,sevennet_omni,Au110,toluene,-0.271207,-0.239044,0.032163
pbe_d3,sevennet_omni,Au110,valeraldehyde,-0.416937,-0.453850,-0.036913
pbe_d3,sevennet_omni,Au110,vanillin,-0.578994,-0.497459,0.081535
pbe_d3,sevennet_omni,Au110,xylene,-0.347183,-0.161613,0.185570
pbe_d3,sevennet_omni,Au110,xylitol,-0.783074,-0.451004,0.332070
pbe_d3,sevennet_omni,Au111,citric_acid,-8.097785,-0.912666,7.185118
pbe_d3,sevennet_omni,Au111,ethene,-0.099057,-0.192854,-0.093797
pbe_d3,sevennet_omni,Au111,glycerol,-0.071518,-0.587471,-0.515953
pbe_d3,sevennet_omni,Au111,isopropanol,0.018965,-0.328651,-0.347616
