surface,molecule,functional,E_ads_DFT_SP,E_ads_ML_SP,delta_SP,ML_minus_SPE_minus_relaxed_DFT,E_ads_ML_relaxed_displayed,E_ads_DFT_relaxed_displayed,provenance,complex_directory
Au111,DME,beef_vdw,-0.43814,-0.160542,0.277598,,-0.16,,Previously published single-point result,
Au111,H2,pbe,0.13416250,-0.24,-0.37416250,-0.37416250,-0.24,-0.00,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2/singlepoint/PBE
Au111,H2,pbe_d3,0.31018137,-0.24,-0.55018137,-0.47018137,-0.24,-0.08,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2/singlepoint/PBE_D3
Au111,H2,r2scan,0.30145392,-0.24,-0.54145392,-0.52145392,-0.24,-0.02,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2/singlepoint/r2scan
Au111,H2,beef_vdw,-0.341399,-0.242908,0.098491,,-0.24,,Previously published single-point result,
Au111,H2O,pbe,0.07552183,-0.51,-0.58552183,-0.54552183,-0.51,-0.04,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2O/singlepoint/PBE
Au111,H2O,pbe_d3,0.15524861,-0.51,-0.66524861,-0.36524861,-0.51,-0.30,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2O/singlepoint/PBE_D3
Au111,H2O,r2scan,0.19297560,-0.51,-0.70297560,-0.60297560,-0.51,-0.10,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2O/singlepoint/r2scan
Au111,H2O,beef_vdw,-0.44983,-0.513962,-0.064132,,-0.51,,Previously published single-point result,
Au111,H2S,pbe,0.06683798,-0.41,-0.47683798,-0.33683798,-0.41,-0.14,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2S/singlepoint/PBE
Au111,H2S,pbe_d3,-0.00381036,-0.41,-0.40618964,0.13381036,-0.41,-0.54,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2S/singlepoint/PBE_D3
Au111,H2S,r2scan,0.15496554,-0.41,-0.56496554,,-0.41,,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2S/singlepoint/r2scan
Au111,H2S,beef_vdw,-0.548898,-0.40772,0.141179,,-0.41,,Previously published single-point result,
Au111,N2,pbe,0.11984266,-0.09,-0.20984266,-0.19984266,-0.09,-0.01,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_N2/singlepoint/PBE
Au111,N2,pbe_d3,0.28257291,-0.09,-0.37257291,-0.27257291,-0.09,-0.10,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_N2/singlepoint/PBE_D3
Au111,N2,r2scan,0.29187976,-0.09,-0.38187976,-0.36187976,-0.09,-0.02,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_N2/singlepoint/r2scan
Au111,N2,beef_vdw,-0.417933,-0.085428,0.332504,,-0.09,,Previously published single-point result,
Au111,NH3,pbe,0.05984804,-0.54,-0.59984804,-0.53984804,-0.54,-0.06,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NH3/singlepoint/PBE
Au111,NH3,pbe_d3,0.08107265,-0.54,-0.62107265,-0.31107265,-0.54,-0.31,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NH3/singlepoint/PBE_D3
Au111,NH3,r2scan,0.16449438,-0.54,-0.70449438,-0.57449438,-0.54,-0.13,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NH3/singlepoint/r2scan
Au111,NH3,beef_vdw,-0.495494,-0.536507,-0.041012,,-0.54,,Previously published single-point result,
Au111,NO,pbe,-0.57720080,-0.68,-0.10279920,0.55720080,-0.68,-0.66,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NO/singlepoint/PBE
Au111,NO,pbe_d3,-0.56398345,-0.68,-0.11601655,0.74398345,-0.68,-0.86,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NO/singlepoint/PBE_D3
Au111,NO,beef_vdw,-7.661978,-0.68453,6.977448,,-0.68,,Previously published single-point result,
Au111,SO2,pbe,0.05524914,-0.26,-0.31524914,-0.26524914,-0.26,-0.05,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_SO2/singlepoint/PBE
Au111,SO2,pbe_d3,-0.03914382,-0.26,-0.22085618,0.30914382,-0.26,-0.53,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_SO2/singlepoint/PBE_D3
Au111,SO2,r2scan,0.13504024,-0.26,-0.39504024,,-0.26,,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_SO2/singlepoint/r2scan
Au111,SO2,beef_vdw,-0.645305,-0.260836,0.38447,,-0.26,,Previously published single-point result,
Au111,acetaldehyde,pbe,0.07079847,-0.27,-0.34079847,-0.29079847,-0.27,-0.05,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetaldehyde/singlepoint/PBE
Au111,acetaldehyde,pbe_d3,0.01451808,-0.27,-0.28451808,0.11548192,-0.27,-0.40,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetaldehyde/singlepoint/PBE_D3
Au111,acetaldehyde,r2scan,0.14541139,-0.27,-0.41541139,-0.46541139,-0.27,0.05,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetaldehyde/singlepoint/r2scan
Au111,acetaldehyde,beef_vdw,-0.635973,-0.267429,0.368544,,-0.27,,Previously published single-point result,
Au111,acetic_acid,r2scan,0.04518788,-0.36,-0.40518788,-0.21518788,-0.36,-0.19,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetic_acid/singlepoint/r2scan
Au111,acetic_acid,beef_vdw,-0.686999,-0.364731,0.322268,,-0.36,,Previously published single-point result,
Au111,ethane,pbe,0.10807813,-0.24,-0.34807813,-0.33807813,-0.24,-0.01,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethane/singlepoint/PBE
Au111,ethane,pbe_d3,0.06668247,-0.24,-0.30668247,-0.01668247,-0.24,-0.29,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethane/singlepoint/PBE_D3
Au111,ethane,r2scan,0.21132448,-0.24,-0.45132448,-0.52132448,-0.24,0.07,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethane/singlepoint/r2scan
Au111,ethane,beef_vdw,-0.58911,-0.237324,0.351787,,-0.24,,Previously published single-point result,
Au111,ethanol,pbe,0.35027781,-0.28,-0.63027781,-0.57027781,-0.28,-0.06,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethanol/singlepoint/PBE
Au111,ethanol,pbe_d3,0.27546129,-0.28,-0.55546129,-0.06546129,-0.28,-0.49,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethanol/singlepoint/PBE_D3
Au111,ethanol,r2scan,0.42420521,-0.28,-0.70420521,-0.57420521,-0.28,-0.13,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethanol/singlepoint/r2scan
Au111,ethanol,beef_vdw,-0.414467,-0.277458,0.137009,,-0.28,,Previously published single-point result,
Au111,ethene,pbe,-0.020577,-0.192854,-0.172277,-0.139423,-0.19,-0.03,Previously published single-point result,
Au111,ethene,pbe_d3,-0.099057,-0.192854,-0.093797,0.359057,-0.19,-0.45,Previously published single-point result,
Au111,ethene,r2scan,0.024275,-0.192854,-0.217129,-0.204275,-0.19,-0.01,Previously published single-point result,
Au111,ethene,beef_vdw,-0.23967,-0.192854,0.046816,,-0.19,,Previously published single-point result,
Au111,formaldehyde,pbe,0.04776452,-0.21,-0.25776452,-0.18776452,-0.21,-0.07,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formaldehyde/singlepoint/PBE
Au111,formaldehyde,pbe_d3,0.09071155,-0.21,-0.30071155,0.03928845,-0.21,-0.34,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formaldehyde/singlepoint/PBE_D3
Au111,formaldehyde,r2scan,0.16021207,-0.21,-0.37021207,,-0.21,,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formaldehyde/singlepoint/r2scan
Au111,formaldehyde,beef_vdw,-0.564227,-0.206657,0.35757,,-0.21,,Previously published single-point result,
Au111,formate,pbe,-2.15751700,-1.47,0.68751700,2.87751700,-1.47,-2.19,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formate/singlepoint/PBE
Au111,formate,pbe_d3,-2.32231791,-1.47,0.85231791,3.35231791,-1.47,-2.50,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formate/singlepoint/PBE_D3
Au111,formate,r2scan,-2.54218465,-1.47,1.07218465,3.76218465,-1.47,-2.69,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formate/singlepoint/r2scan
Au111,formate,beef_vdw,-2.846159,-1.474586,1.371572,,-1.47,,Previously published single-point result,
Au111,formic_acid,pbe,0.02078081,-0.37,-0.39078081,-0.29078081,-0.37,-0.10,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formic_acid/singlepoint/PBE
Au111,formic_acid,pbe_d3,-0.01193799,-0.37,-0.35806201,0.10193799,-0.37,-0.46,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formic_acid/singlepoint/PBE_D3
Au111,formic_acid,r2scan,0.10794063,-0.37,-0.47794063,-0.22794063,-0.37,-0.25,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formic_acid/singlepoint/r2scan
Au111,formic_acid,beef_vdw,-0.62548,-0.370893,0.254587,,-0.37,,Previously published single-point result,
Au111,glycerol,pbe,0.251876,-0.587471,-0.839347,-0.581876,-0.59,-0.26,Previously published single-point result,
Au111,glycerol,pbe_d3,-0.071518,-0.587471,-0.515953,0.351518,-0.59,-0.87,Previously published single-point result,
Au111,glycerol,r2scan,0.262698,-0.587471,-0.850169,-0.442698,-0.59,-0.41,Previously published single-point result,
Au111,glycerol,beef_vdw,-0.347971,-0.587471,-0.2395,,-0.59,,Previously published single-point result,
Au111,isopropanol,pbe,0.202074,-0.328651,-0.530725,-0.442074,-0.33,-0.09,Previously published single-point result,
Au111,isopropanol,pbe_d3,0.018965,-0.328651,-0.347616,0.241035,-0.33,-0.59,Previously published single-point result,
Au111,isopropanol,r2scan,0.263387,-0.328651,-0.592039,-0.353387,-0.33,-0.24,Previously published single-point result,
Au111,isopropanol,beef_vdw,-0.3001,-0.328651,-0.028551,,-0.33,,Previously published single-point result,
Au111,methane,pbe,0.12883942,-0.37,-0.49883942,-0.49883942,-0.37,-0.00,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/PBE
Au111,methane,pbe_d3,0.17647050,-0.37,-0.54647050,-0.34647050,-0.37,-0.20,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/PBE_D3
Au111,methane,r2scan,0.24813672,-0.37,-0.61813672,-0.55813672,-0.37,-0.06,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/r2scan
Au111,methane,beef_vdw,-0.486012,-0.365198,0.120814,,-0.37,,Previously published single-point result,
Au111,methanol,pbe,0.29737614,-0.26,-0.55737614,-0.49737614,-0.26,-0.06,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_methanol/singlepoint/PBE
Au111,methanol,pbe_d3,0.27616960,-0.26,-0.53616960,-0.20616960,-0.26,-0.33,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_methanol/singlepoint/PBE_D3
Au111,methanol,r2scan,0.37910021,-0.26,-0.63910021,-0.71910021,-0.26,0.08,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_methanol/singlepoint/r2scan
Au111,methanol,beef_vdw,-0.405131,-0.260586,0.144545,,-0.26,,Previously published single-point result,
Au111,propane,pbe,0.200327,-0.243813,-0.44414,-0.410327,-0.24,-0.03,Previously published single-point result,
Au111,propane,pbe_d3,0.158504,-0.243813,-0.402317,0.021496,-0.24,-0.42,Previously published single-point result,
Au111,propane,r2scan,0.314647,-0.243813,-0.55846,-0.454647,-0.24,-0.10,Previously published single-point result,
Au111,propane,beef_vdw,-0.233682,-0.243813,-0.01013,,-0.24,,Previously published single-point result,
Au111,propanol,pbe,0.22102328,-0.32,-0.54102328,-0.45102328,-0.32,-0.09,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Au111_propanol/singlepoint/PBE
Au111,propanol,pbe_d3,-0.02455623,-0.32,-0.29544377,0.33455623,-0.32,-0.63,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Au111_propanol/singlepoint/PBE_D3
Au111,propanol,r2scan,0.26000903,-0.32,-0.58000903,-0.30000903,-0.32,-0.28,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Au111_propanol/singlepoint/r2scan
Au111,propanol,beef_vdw,-0.697742,-0.319805,0.377937,,-0.32,,Previously published single-point result,
Au111,propene,pbe,0.310988,-0.204445,-0.515433,-0.440988,-0.20,-0.07,Previously published single-point result,
Au111,propene,pbe_d3,0.299802,-0.204445,-0.504247,0.120198,-0.20,-0.62,Previously published single-point result,
Au111,propene,r2scan,0.447503,-0.204445,-0.651948,-0.437503,-0.20,-0.21,Previously published single-point result,
Au111,propene,beef_vdw,-0.095659,-0.204445,-0.108786,,-0.20,,Previously published single-point result,
Cu100,CO,pbe,-0.774517,-1.192329,-0.417812,0.365517,-1.19,-0.781,Previously published single-point result,
Cu100,CO,pbe_d3,-0.912229,-1.192329,-0.2801,0.749229,-1.19,-1.027,Previously published single-point result,
Cu100,CO,r2scan,-0.643117,-1.192329,-0.549213,0.403117,-1.19,-0.95,Previously published single-point result,
Cu100,CO2,pbe,-0.018852,-0.359592,-0.34074,-0.309148,-0.36,-0.032,Previously published single-point result,
Cu100,CO2,r2scan,0.121635,-0.359592,-0.481227,-0.421635,-0.36,-0.06,Previously published single-point result,
Cu100,DME,pbe,-4.702579,-0.274284,4.428294,9.192579,-0.27,-4.76,Previously published single-point result,
Cu100,DME,r2scan,-0.219224,-0.274284,-0.05506,0.179224,-0.27,-0.23,Previously published single-point result,
Cu100,H2O,pbe,-0.227119,-0.565048,-0.337929,-0.096881,-0.57,-0.246,Previously published single-point result,
Cu100,H2O,pbe_d3,-0.395095,-0.565048,-0.169954,0.301095,-0.57,-0.476,Previously published single-point result,
Cu100,H2O,r2scan,-0.154422,-0.565048,-0.410626,-0.055578,-0.57,-0.36,Previously published single-point result,
Cu100,acetaldehyde,pbe,-0.173058,-0.602451,-0.429394,-0.217942,-0.60,-0.209,Previously published single-point result,
Cu100,acetaldehyde,pbe_d3,-0.40066,-0.602451,-0.201791,0.28766,-0.60,-0.487,Previously published single-point result,
Cu100,acetaldehyde,r2scan,-0.153771,-0.602451,-0.448681,-0.076229,-0.60,-0.37,Previously published single-point result,
Cu100,acetic_acid,pbe_d3,-7.252756,-0.745911,6.506845,,-0.75,,Previously published single-point result,
Cu100,acetic_acid,r2scan,-0.297445,-0.745911,-0.448466,0.017445,-0.75,-0.47,Previously published single-point result,
Cu100,ethane,pbe,-0.00073,-0.3148,-0.31407,-0.30527,-0.32,-0.014,Previously published single-point result,
Cu100,ethane,pbe_d3,-0.278812,-0.3148,-0.035988,0.325812,-0.32,-0.367,Previously published single-point result,
Cu100,ethane,r2scan,0.130669,-0.3148,-0.445469,-0.450669,-0.32,0.00,Previously published single-point result,
Cu100,ethanol,pbe,-0.221076,-0.50312,-0.282044,-0.041924,-0.50,-0.237,Previously published single-point result,
Cu100,ethanol,pbe_d3,-0.603753,-0.50312,0.100632,0.831753,-0.50,-0.728,Previously published single-point result,
Cu100,ethanol,r2scan,-0.208993,-0.50312,-0.294127,0.068993,-0.50,-0.36,Previously published single-point result,
Cu100,ethene,pbe,0.174342,-0.231243,-0.405585,-0.472342,-0.47,-0.172,Previously published single-point result,
Cu100,ethene,pbe_d3,-0.40452,-0.231243,0.173277,0.67052,-0.47,-0.736,Previously published single-point result,
Cu100,ethene,r2scan,-0.001031,-0.231243,-0.230212,-0.038969,-0.47,-0.43,Previously published single-point result,
Cu100,formic_acid,pbe,-0.249791,-0.528181,-0.27839,-0.005209,-0.53,-0.275,Previously published single-point result,
Cu100,formic_acid,pbe_d3,-0.505619,-0.528181,-0.022562,0.598619,-0.53,-0.623,Previously published single-point result,
Cu100,formic_acid,r2scan,-0.205827,-0.528181,-0.322354,0.155827,-0.53,-0.48,Previously published single-point result,
Cu100,methanol,pbe,-0.229864,-0.473202,-0.243337,0.006864,-0.47,-0.247,Previously published single-point result,
Cu100,methanol,pbe_d3,-0.479442,-0.473202,0.00624,0.600442,-0.47,-0.591,Previously published single-point result,
Cu100,methanol,r2scan,-0.191448,-0.473202,-0.281754,0.041448,-0.47,-0.32,Previously published single-point result,
Cu110,CO,pbe,-0.47514149,-1.35,-0.87485851,-0.38985851,-1.35,-0.485,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO/singlepoint/PBE
Cu110,CO,pbe_d3,-0.70332252,-1.35,-0.64667748,0.06332252,-1.35,-0.710,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO/singlepoint/PBE_D3
Cu110,CO,r2scan,-0.60258284,-1.35,-0.74741716,-0.07341716,-1.35,-0.674,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO/singlepoint/r2scan
Cu110,CO,beef_vdw,-1.331982,-1.349632,-0.01765,,-1.35,,Previously published single-point result,
Cu110,CO2,pbe,0.46728581,-0.41,-0.87728581,-1.33928581,-0.41,0.462,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO2/singlepoint/PBE
Cu110,CO2,r2scan,0.41495551,-0.41,-0.82495551,-1.15495551,-0.41,0.33,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO2/singlepoint/r2scan
Cu110,CO2,beef_vdw,-0.726983,-0.407398,0.319585,,-0.41,,Previously published single-point result,
Cu110,DME,r2scan,0.19294527,-0.34,-0.53294527,-0.50494527,-0.34,-0.028,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_DME/singlepoint/r2scan
Cu110,DME,beef_vdw,-0.746508,-0.343697,0.402812,,-0.34,,Previously published single-point result,
Cu110,H2O,pbe,0.17916552,-0.71,-0.88916552,-1.05016552,-0.71,0.161,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu110_H2O/singlepoint/PBE
Cu110,H2O,pbe_d3,-0.05016451,-0.71,-0.65983549,-0.55783549,-0.71,-0.102,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu110_H2O/singlepoint/PBE_D3
Cu110,H2O,r2scan,0.01668809,-0.71,-0.72668809,-0.67968809,-0.71,-0.047,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu110_H2O/singlepoint/r2scan
Cu110,H2O,beef_vdw,-0.865635,-0.707077,0.158558,,-0.71,,Previously published single-point result,
Cu110,acetaldehyde,pbe,0.26466574,-0.75,-1.01466574,-1.25466574,-0.75,0.240,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_acetaldehyde/singlepoint/PBE
Cu110,acetaldehyde,pbe_d3,-0.05545677,-0.75,-0.69454323,-0.61654323,-0.75,-0.078,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_acetaldehyde/singlepoint/PBE_D3
Cu110,acetaldehyde,r2scan,0.06653838,-0.75,-0.81653838,-0.80653838,-0.75,-0.010,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_acetaldehyde/singlepoint/r2scan
Cu110,acetaldehyde,beef_vdw,-0.918152,-0.750141,0.16801,,-0.75,,Previously published single-point result,
Cu110,acetic_acid,r2scan,-0.15221005,-0.86,-0.70778995,-0.48378995,-0.86,-0.224,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_acetic_acid/singlepoint/r2scan
Cu110,acetic_acid,beef_vdw,-1.131655,-0.859619,0.272035,,-0.86,,Previously published single-point result,
Cu110,ethane,pbe,0.48277365,-0.43,-0.91277365,-1.38977365,-0.43,0.477,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethane/singlepoint/PBE
Cu110,ethane,pbe_d3,0.22730077,-0.43,-0.65730077,-0.88230077,-0.43,0.225,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethane/singlepoint/PBE_D3
Cu110,ethane,r2scan,0.44166180,-0.43,-0.87166180,-1.25766180,-0.43,0.386,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethane/singlepoint/r2scan
Cu110,ethane,beef_vdw,-0.737924,-0.426151,0.311773,,-0.43,,Previously published single-point result,
Cu110,ethene,pbe,-0.187404,-0.805502,-0.618097,-0.655596,-0.81,0.033,Previously published single-point result,
Cu110,ethene,pbe_d3,-0.718271,-0.805502,-0.087231,0.427271,-0.81,-0.519,Previously published single-point result,
Cu110,ethene,r2scan,-0.431379,-0.805502,-0.374123,-0.079621,-0.81,-0.299,Previously published single-point result,
Cu110,ethene,beef_vdw,-0.12877,-0.805502,-0.676732,,-0.81,,Previously published single-point result,
Cu110,formic_acid,pbe,0.11241251,-0.69,-0.80241251,-0.89241251,-0.69,0.090,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_formic_acid/singlepoint/PBE
Cu110,formic_acid,pbe_d3,-0.27938750,-0.69,-0.41061250,-0.10461250,-0.69,-0.306,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_formic_acid/singlepoint/PBE_D3
Cu110,formic_acid,r2scan,-0.11120357,-0.69,-0.57879643,-0.38879643,-0.69,-0.190,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_formic_acid/singlepoint/r2scan
Cu110,formic_acid,beef_vdw,-1.02488,-0.686584,0.338296,,-0.69,,Previously published single-point result,
Cu110,glycerol,pbe,0.21364306,-1.07,-1.28364306,,-1.07,,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_glycerol/singlepoint/PBE
Cu110,glycerol,pbe_d3,-0.79847925,-1.07,-0.27152075,-0.13152075,-1.07,-0.14,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_glycerol/singlepoint/PBE_D3
Cu110,glycerol,r2scan,-0.29145602,-1.07,-0.77854398,-0.90854398,-1.07,0.13,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_glycerol/singlepoint/r2scan
Cu110,glycerol,beef_vdw,-1.244734,-1.067558,0.177176,,-1.07,,Previously published single-point result,
Cu110,isopropanol,pbe,-0.3648,-0.724026,-0.359226,,-0.72,,Previously published single-point result,
Cu110,isopropanol,pbe_d3,-0.874534,-0.724026,0.150509,-0.325466,-0.72,0.48,Previously published single-point result,
Cu110,isopropanol,r2scan,-0.394902,-0.724026,-0.329124,,-0.72,,Previously published single-point result,
Cu110,isopropanol,beef_vdw,-0.660562,-0.724026,-0.063464,,-0.72,,Previously published single-point result,
Cu110,methanol,pbe,0.21307308,-0.59,-0.80307308,-0.94107308,-0.59,0.138,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_methanol/singlepoint/PBE
